date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,80,8,7,8
04-14-2020,84,70,66,73
04-15-2020,81,24,22,25
04-16-2020,87,112,106,117
04-17-2020,82,32,30,33
04-18-2020,91,180,171,189
04-19-2020,82,40,38,42
04-20-2020,91,176,167,184
04-21-2020,81,24,22,25
04-22-2020,88,130,123,136
04-23-2020,92,196,186,205
04-24-2020,95,240,228,252
04-25-2020,98,288,273,302
04-26-2020,99,306,290,321
04-13-2020,81,16,15,16
04-14-2020,81,24,22,25
04-15-2020,83,48,45,50
04-16-2020,84,70,66,73
04-17-2020,87,120,114,126
04-18-2020,87,126,119,132
04-19-2020,90,160,152,168
04-20-2020,89,144,136,151
04-21-2020,88,140,133,147
04-22-2020,85,88,83,92
04-23-2020,89,144,136,151
04-24-2020,91,182,172,191
04-25-2020,81,28,26,29
04-26-2020,93,210,199,220
