date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,90,80,76,84
04-14-2020,92,100,95,105
04-15-2020,90,84,79,88
04-16-2020,97,140,133,147
04-17-2020,92,96,91,100
04-18-2020,93,108,102,113
04-19-2020,102,180,171,189
04-20-2020,82,22,20,23
04-21-2020,86,48,45,50
04-22-2020,106,208,197,218
04-23-2020,97,140,133,147
04-24-2020,98,150,142,157
04-25-2020,84,32,30,33
04-26-2020,97,136,129,142
04-13-2020,84,32,30,33
04-14-2020,83,24,22,25
04-15-2020,84,32,30,33
04-16-2020,83,30,28,31
04-17-2020,81,12,11,12
04-18-2020,95,126,119,132
04-19-2020,98,144,136,151
04-20-2020,93,108,102,113
04-21-2020,92,100,95,105
04-22-2020,91,88,83,92
04-23-2020,95,120,114,126
04-24-2020,106,208,197,218
04-25-2020,111,252,239,264
04-26-2020,117,300,285,315
