date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,80,76,84
04-14-2020,82,50,47,52
04-15-2020,85,108,102,113
04-16-2020,85,112,106,117
04-17-2020,87,144,136,151
04-18-2020,89,180,171,189
04-19-2020,86,120,114,126
04-20-2020,81,22,20,23
04-21-2020,82,48,45,50
04-22-2020,85,104,98,109
04-23-2020,85,112,106,117
04-24-2020,84,90,85,94
04-25-2020,81,32,30,33
04-26-2020,94,272,258,285
04-13-2020,81,36,34,37
04-14-2020,82,48,45,50
04-15-2020,82,56,53,58
04-16-2020,84,90,85,94
04-17-2020,86,120,114,126
04-18-2020,80,14,13,14
04-19-2020,82,48,45,50
04-20-2020,82,54,51,56
04-21-2020,84,80,76,84
04-22-2020,90,198,188,207
04-23-2020,87,144,136,151
04-24-2020,82,52,49,54
04-25-2020,91,224,212,235
04-26-2020,89,180,171,189
