date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,82,72,68,75
04-14-2020,81,60,57,63
04-15-2020,80,12,11,12
04-16-2020,84,140,133,147
04-17-2020,83,112,106,117
04-18-2020,81,54,51,56
04-19-2020,83,120,114,126
04-20-2020,83,110,104,115
04-21-2020,87,240,228,252
04-22-2020,87,260,247,273
04-23-2020,80,28,26,29
04-24-2020,86,210,199,220
04-25-2020,83,128,121,134
04-26-2020,82,68,64,71
04-13-2020,80,4,3,4
04-14-2020,80,30,28,31
04-15-2020,80,16,15,16
04-16-2020,83,100,95,105
04-17-2020,83,120,114,126
04-18-2020,81,42,39,44
04-19-2020,81,64,60,67
04-20-2020,82,90,85,94
04-21-2020,86,200,190,210
04-22-2020,85,176,167,184
04-23-2020,85,168,159,176
04-24-2020,81,52,49,54
04-25-2020,83,112,106,117
04-26-2020,86,210,199,220
