date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,84,40,38,42
04-14-2020,83,30,28,31
04-15-2020,90,96,91,100
04-16-2020,88,84,79,88
04-17-2020,91,112,106,117
04-18-2020,93,126,119,132
04-19-2020,92,120,114,126
04-20-2020,96,154,146,161
04-21-2020,95,144,136,151
04-22-2020,107,260,247,273
04-23-2020,82,28,26,29
04-24-2020,89,90,85,94
04-25-2020,100,192,182,201
04-26-2020,87,68,64,71
04-13-2020,82,20,19,21
04-14-2020,84,42,39,44
04-15-2020,82,24,22,25
04-16-2020,83,30,28,31
04-17-2020,91,108,102,113
04-18-2020,84,42,39,44
04-19-2020,93,128,121,134
04-20-2020,96,162,153,170
04-21-2020,84,40,38,42
04-22-2020,98,176,167,184
04-23-2020,102,216,205,226
04-24-2020,93,130,123,136
04-25-2020,94,140,133,147
04-26-2020,105,240,228,252
