date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,85,48,45,50
04-14-2020,92,100,95,105
04-15-2020,84,36,34,37
04-16-2020,85,42,39,44
04-17-2020,85,48,45,50
04-18-2020,99,162,153,170
04-19-2020,89,80,76,84
04-20-2020,85,44,41,46
04-21-2020,88,72,68,75
04-22-2020,98,156,148,163
04-23-2020,86,56,53,58
04-24-2020,98,150,142,157
04-25-2020,91,96,91,100
04-26-2020,92,102,96,107
04-13-2020,82,24,22,25
04-14-2020,82,24,22,25
04-15-2020,82,24,22,25
04-16-2020,81,10,9,10
04-17-2020,82,24,22,25
04-18-2020,91,98,93,102
04-19-2020,97,144,136,151
04-20-2020,84,36,34,37
04-21-2020,104,200,190,210
04-22-2020,87,66,62,69
04-23-2020,91,96,91,100
04-24-2020,86,52,49,54
04-25-2020,103,196,186,205
04-26-2020,98,150,142,157
