date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,83,40,38,42
04-14-2020,87,100,95,105
04-15-2020,81,24,22,25
04-16-2020,90,140,133,147
04-17-2020,81,16,15,16
04-18-2020,93,180,171,189
04-19-2020,83,40,38,42
04-20-2020,93,176,167,184
04-21-2020,83,48,45,50
04-22-2020,83,52,49,54
04-23-2020,96,224,212,235
04-24-2020,100,270,256,283
04-25-2020,87,96,91,100
04-26-2020,85,68,64,71
04-13-2020,82,32,30,33
04-14-2020,82,30,28,31
04-15-2020,84,56,53,58
04-16-2020,80,10,9,10
04-17-2020,85,72,68,75
04-18-2020,90,140,133,147
04-19-2020,86,80,76,84
04-20-2020,90,144,136,151
04-21-2020,84,60,57,63
04-22-2020,86,88,83,92
04-23-2020,89,120,114,126
04-24-2020,91,156,148,163
04-25-2020,92,168,159,176
04-26-2020,95,210,199,220
