date,Total Projected Demand (%),Total Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound
04-13-2020,91,80,76,84
04-14-2020,89,70,66,73
04-15-2020,96,120,114,126
04-16-2020,97,126,119,132
04-17-2020,102,160,152,168
04-18-2020,105,180,171,189
04-19-2020,99,140,133,147
04-20-2020,89,66,62,69
04-21-2020,90,72,68,75
04-22-2020,109,208,197,218
04-23-2020,91,84,79,88
04-24-2020,101,150,142,157
04-25-2020,120,288,273,302
04-26-2020,94,102,96,107
04-13-2020,85,36,34,37
04-14-2020,86,48,45,50
04-15-2020,84,32,30,33
04-16-2020,89,70,66,73
04-17-2020,93,96,91,100
04-18-2020,87,56,53,58
04-19-2020,82,16,15,16
04-20-2020,82,18,17,18
04-21-2020,105,180,171,189
04-22-2020,89,66,62,69
04-23-2020,110,216,205,226
04-24-2020,113,234,222,245
04-25-2020,107,196,186,205
04-26-2020,84,30,28,31
