date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-20-2020,3407,3266,3595
09-21-2020,3412,3287,3611
09-22-2020,3400,3327,3596
09-23-2020,3480,3408,3646
09-24-2020,3488,3432,3670
09-25-2020,3517,3459,3683
09-26-2020,3318,3256,3476
09-27-2020,3378,3311,3541
09-28-2020,3339,3285,3493
09-29-2020,3358,3307,3515
09-30-2020,3363,3307,3514
10-01-2020,3433,3371,3593
10-02-2020,3422,3356,3594
10-03-2020,3423,3362,3627
10-04-2020,3430,3333,3724
10-05-2020,3454,3297,3813
10-06-2020,3487,3248,3935
10-07-2020,3493,3201,4051
10-08-2020,3492,3102,4184
10-09-2020,3493,3030,4322
10-10-2020,3495,2940,4451
10-11-2020,3525,2924,4548
10-12-2020,3561,2903,4669
10-13-2020,3591,2887,4779
10-14-2020,3620,2854,4940
10-15-2020,3648,2850,5065
10-16-2020,3668,2820,5213
10-17-2020,3708,2778,5374
10-18-2020,3732,2753,5533
10-19-2020,3758,2723,5683
10-20-2020,3787,2687,5871
10-21-2020,3801,2660,6044
10-22-2020,3835,2646,6239
10-23-2020,3862,2630,6418
10-24-2020,3896,2597,6605
10-25-2020,3921,2556,6801
10-26-2020,3953,2520,7002
10-27-2020,3969,2494,7201
10-28-2020,3989,2475,7403
10-29-2020,4019,2463,7607
10-30-2020,4029,2429,7811
10-31-2020,4050,2395,8018
11-01-2020,4069,2366,8215
11-02-2020,4086,2331,8414
11-03-2020,4086,2304,8617
11-04-2020,4103,2273,8795
11-05-2020,4118,2240,8960
11-06-2020,4117,2210,9135
11-07-2020,4113,2183,9302
11-08-2020,4096,2156,9460
11-09-2020,4093,2117,9626
11-10-2020,4079,2060,9782
11-11-2020,4079,2030,9898
11-12-2020,4064,1990,10036
11-13-2020,4047,1946,10150
11-14-2020,4030,1911,10264
11-15-2020,4003,1875,10374
11-16-2020,3991,1833,10458
11-17-2020,3959,1798,10558
11-18-2020,3932,1770,10654
11-19-2020,3910,1726,10752
11-20-2020,3894,1703,10804
11-21-2020,3869,1671,10890
