date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-24-2021,33,33,34
01-25-2021,33,32,34
01-26-2021,32,32,34
01-27-2021,31,31,32
01-28-2021,30,30,31
01-29-2021,29,29,29
01-30-2021,28,28,29
01-31-2021,25,24,27
02-01-2021,24,24,24
02-02-2021,24,22,24
02-03-2021,24,24,25
02-04-2021,24,23,24
02-05-2021,23,21,24
02-06-2021,22,21,23
02-07-2021,21,21,22
02-08-2021,21,21,22
02-09-2021,21,20,22
02-10-2021,21,20,22
02-11-2021,21,19,22
02-12-2021,20,18,22
02-13-2021,20,18,22
02-14-2021,20,17,22
02-15-2021,19,15,22
02-16-2021,19,15,22
02-17-2021,19,14,22
02-18-2021,19,12,23
02-19-2021,18,12,22
02-20-2021,17,12,22
02-21-2021,16,11,21
02-22-2021,16,11,21
02-23-2021,16,11,21
02-24-2021,15,10,20
02-25-2021,15,10,20
02-26-2021,13,10,20
02-27-2021,13,10,20
02-28-2021,13,9,19
03-01-2021,13,8,19
03-02-2021,13,8,19
03-03-2021,12,7,18
03-04-2021,12,7,18
03-05-2021,12,7,18
03-06-2021,11,7,18
03-07-2021,11,7,18
03-08-2021,11,7,18
03-09-2021,11,6,19
03-10-2021,11,6,19
03-11-2021,11,6,19
03-12-2021,11,6,18
03-13-2021,11,6,18
03-14-2021,11,5,18
03-15-2021,10,5,18
03-16-2021,10,5,18
03-17-2021,10,4,18
03-18-2021,10,4,18
03-19-2021,10,4,18
03-20-2021,10,4,18
03-21-2021,9,4,18
03-22-2021,9,4,18
03-23-2021,9,4,18
03-24-2021,9,4,18
03-25-2021,9,4,18
03-26-2021,9,4,19
03-27-2021,9,4,19
