date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-10-2021,49,49,50
01-11-2021,49,48,49
01-12-2021,50,48,51
01-13-2021,52,51,53
01-14-2021,62,61,65
01-15-2021,67,67,67
01-16-2021,69,69,71
01-17-2021,71,70,72
01-18-2021,70,69,72
01-19-2021,69,68,71
01-20-2021,65,62,66
01-21-2021,66,64,67
01-22-2021,67,66,70
01-23-2021,68,66,71
01-24-2021,69,66,74
01-25-2021,70,65,75
01-26-2021,72,66,76
01-27-2021,72,65,77
01-28-2021,73,65,81
01-29-2021,73,65,83
01-30-2021,74,63,85
01-31-2021,74,63,89
02-01-2021,75,63,91
02-02-2021,75,62,93
02-03-2021,76,60,96
02-04-2021,77,59,100
02-05-2021,77,59,102
02-06-2021,79,58,105
02-07-2021,80,57,108
02-08-2021,81,56,111
02-09-2021,83,56,114
02-10-2021,83,56,117
02-11-2021,83,55,121
02-12-2021,83,54,123
02-13-2021,85,54,126
02-14-2021,86,54,130
02-15-2021,87,54,133
02-16-2021,88,53,137
02-17-2021,89,53,140
02-18-2021,89,52,142
02-19-2021,89,52,146
02-20-2021,89,51,150
02-21-2021,89,50,152
02-22-2021,90,50,155
02-23-2021,89,49,159
02-24-2021,90,48,162
02-25-2021,91,47,166
02-26-2021,90,47,169
02-27-2021,90,47,170
02-28-2021,90,46,173
03-01-2021,91,45,175
03-02-2021,91,44,178
03-03-2021,91,43,178
03-04-2021,89,42,180
03-05-2021,88,40,181
03-06-2021,88,40,183
03-07-2021,88,39,185
03-08-2021,88,38,186
03-09-2021,86,37,187
03-10-2021,86,36,186
03-11-2021,86,36,186
03-12-2021,85,35,185
03-13-2021,84,34,183
