date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-21-2020,3275,1046,10417
06-22-2020,3277,1033,10415
06-23-2020,3268,1025,10421
06-24-2020,3271,1018,10405
06-25-2020,3264,1015,10405
06-26-2020,3254,1008,10388
06-27-2020,3261,1011,10367
06-28-2020,3251,1005,10338
06-29-2020,3241,1002,10299
06-30-2020,3236,997,10278
07-01-2020,3228,991,10230
07-02-2020,3220,986,10183
07-03-2020,3216,977,10139
07-04-2020,3196,973,10097
07-05-2020,3186,966,10034
07-06-2020,3177,964,9969
07-07-2020,3167,962,9912
07-08-2020,3151,960,9844
07-09-2020,3142,956,9782
07-10-2020,3133,952,9710
07-11-2020,3121,946,9633
07-12-2020,3105,939,9551
07-13-2020,3082,936,9469
07-14-2020,3071,931,9386
07-15-2020,3049,927,9298
07-16-2020,3036,925,9206
07-17-2020,3025,920,9127
07-18-2020,2999,916,9044
07-19-2020,2971,910,8946
07-20-2020,2959,905,8851
07-21-2020,2944,899,8754
07-22-2020,2918,898,8663
07-23-2020,2895,894,8573
07-24-2020,2870,887,8476
07-25-2020,2847,881,8382
07-26-2020,2820,879,8281
07-27-2020,2799,876,8189
07-28-2020,2781,867,8082
07-29-2020,2747,866,7984
07-30-2020,2714,860,7895
07-31-2020,2689,856,7793
08-01-2020,2654,846,7690
08-02-2020,2634,839,7592
08-03-2020,2595,833,7490
08-04-2020,2565,825,7385
08-05-2020,2534,818,7276
08-06-2020,2504,809,7182
08-07-2020,2479,804,7079
08-08-2020,2445,803,6972
08-09-2020,2410,792,6867
08-10-2020,2372,788,6768
08-11-2020,2352,779,6676
08-12-2020,2321,772,6571
08-13-2020,2294,767,6462
08-14-2020,2268,759,6366
08-15-2020,2237,755,6271
