date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,89.63,878,850,918,88.4,91.24,878 [850 - 918],89.63% [88.4% - 91.24%],1723,1504,2011,projected
04-10-2021,90.32,970,918,1041,88.02,93.73,970 [918 - 1041],90.32% [88.02% - 93.73%],1847,1436,2458,projected
04-17-2021,91.23,1050,984,1161,87.56,97.18,1050 [984 - 1161],91.23% [87.56% - 97.18%],2010,1353,3075,projected
04-24-2021,91.92,1089,1014,1256,87.04,101.21,1089 [1014 - 1256],91.92% [87.04% - 101.21%],2134,1260,3796,projected
05-01-2021,92.55,1156,1066,1371,86.64,105.72,1156 [1066 - 1371],92.55% [86.64% - 105.72%],2246,1188,4604,projected
05-08-2021,93.44,1253,1142,1529,86.32,110.66,1253 [1142 - 1529],93.44% [86.32% - 110.66%],2406,1131,5488,projected
05-15-2021,94.55,1360,1226,1721,85.9,116.76,1360 [1226 - 1721],94.55% [85.9% - 116.76%],2605,1056,6579,projected
