date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,93.97,2501,2449,2566,92.62,95.55,2501 [2449 - 2566],93.97% [92.62% - 95.55%],2501,2259,2784,projected
02-06-2021,94.39,2577,2482,2703,91.47,98.26,2577 [2482 - 2703],94.39% [91.47% - 98.26%],2575,2053,3268,projected
02-13-2021,94.88,2666,2531,2851,90.3,101.07,2666 [2531 - 2851],94.88% [90.3% - 101.07%],2663,1844,3772,projected
02-20-2021,94.97,2652,2489,2902,89.79,102.25,2652 [2489 - 2902],94.97% [89.79% - 102.25%],2680,1752,3983,projected
02-27-2021,94.7,2435,2269,2722,88.72,103.82,2435 [2269 - 2722],94.7% [88.72% - 103.82%],2631,1561,4264,projected
03-06-2021,93.38,2089,1922,2385,87.03,104.15,2089 [1922 - 2385],93.38% [87.03% - 104.15%],2394,1258,4322,projected
03-13-2021,91.35,1674,1523,1965,85.25,102.64,1674 [1523 - 1965],91.35% [85.25% - 102.64%],2031,940,4053,projected
