date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,81.8,324,305,352,81.35,82.23,324 [305 - 352],81.8% [81.35% - 82.23%],322,242,399,projected
05-29-2021,81.54,314,295,368,80.94,82.9,314 [295 - 368],81.54% [80.94% - 82.9%],275,168,519,projected
06-05-2021,81.76,364,334,471,80.98,84.54,364 [334 - 471],81.76% [80.98% - 84.54%],315,175,812,projected
06-12-2021,82.32,478,429,684,81.04,88.05,478 [429 - 684],82.32% [81.04% - 88.05%],416,186,1440,projected
06-19-2021,83.48,706,624,966,81.17,91.09,706 [624 - 966],83.48% [81.17% - 91.09%],622,210,1984,projected
06-26-2021,85.03,1027,906,1424,81.46,96.53,1027 [906 - 1424],85.03% [81.46% - 96.53%],900,261,2958,projected
07-03-2021,87.26,1479,1309,2049,82.09,104.09,1479 [1309 - 2049],87.26% [82.09% - 104.09%],1299,374,4312,projected
