date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-20-2021,89.31,,,,,,,,1666,,,actual
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,86.44,,,,,,,,1152,,,actual
03-13-2021,88.55,570,552,587,88.17,89.0,570 [552 - 587],88.55% [88.17% - 89.0%],1531,1463,1611,projected
03-20-2021,86.92,441,425,467,86.29,87.63,441 [425 - 467],86.92% [86.29% - 87.63%],1239,1126,1366,projected
03-27-2021,85.47,369,352,394,84.53,86.79,369 [352 - 394],85.47% [84.53% - 86.79%],979,811,1215,projected
04-03-2021,84.35,301,278,332,83.27,86.06,301 [278 - 332],84.35% [83.27% - 86.06%],779,586,1084,projected
04-10-2021,83.6,231,208,264,82.29,85.53,231 [208 - 264],83.6% [82.29% - 85.53%],645,409,989,projected
04-17-2021,82.84,162,144,196,81.45,85.05,162 [144 - 196],82.84% [81.45% - 85.05%],509,259,903,projected
04-24-2021,82.1,116,102,142,80.87,84.28,116 [102 - 142],82.1% [80.87% - 84.28%],376,156,766,projected
