date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,88.16,2526,2473,2589,87.18,89.3,2526 [2473 - 2589],88.16% [87.18% - 89.3%],1461,1285,1664,projected
02-06-2021,88.77,2703,2594,2836,86.68,91.44,2703 [2594 - 2836],88.77% [86.68% - 91.44%],1569,1195,2047,projected
02-13-2021,89.64,2971,2813,3189,86.39,94.09,2971 [2813 - 3189],89.64% [86.39% - 94.09%],1726,1144,2522,projected
02-20-2021,90.33,3191,2993,3523,86.06,97.18,3191 [2993 - 3523],90.33% [86.06% - 97.18%],1848,1084,3075,projected
02-27-2021,90.72,3332,3094,3785,85.62,100.29,3332 [3094 - 3785],90.72% [85.62% - 100.29%],1918,1006,3632,projected
03-06-2021,90.82,3377,3115,3929,85.22,102.1,3377 [3115 - 3929],90.82% [85.22% - 102.1%],1937,934,3956,projected
03-13-2021,90.72,3285,3008,3894,84.96,102.89,3285 [3008 - 3894],90.72% [84.96% - 102.89%],1918,888,4096,projected
