HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Last Update
141,FL- TAMPA,87.02,147,131,181,81.78,97.63,147 [131 - 181],87.02% [81.78% - 97.63%],05-18-2020
142,GA- ALBANY,89.66,43,38,54,81.51,104.08,43 [38 - 54],89.66% [81.51% - 104.08%],05-18-2020
144,GA- ATLANTA,100.45,1128,1017,1484,86.66,141.53,1128 [1017 - 1484],100.45% [86.66% - 141.53%],05-18-2020
145,GA- AUGUSTA,83.53,42,40,61,81.75,94.18,42 [40 - 61],83.53% [81.75% - 94.18%],05-18-2020
146,GA- COLUMBUS,88.94,56,52,71,83.49,105.34,56 [52 - 71],88.94% [83.49% - 105.34%],05-18-2020
147,GA- MACON,83.64,35,33,74,81.43,105.76,35 [33 - 74],83.64% [81.43% - 105.76%],05-18-2020
148,GA- ROME,94.11,42,38,59,82.6,123.17,42 [38 - 59],94.11% [82.6% - 123.17%],05-18-2020
149,GA- SAVANNAH,84.93,47,40,73,81.31,101.28,47 [40 - 73],84.93% [81.31% - 101.28%],05-18-2020
151,ID- BOISE,81.3,7,7,12,80.39,84.33,7 [7 - 12],81.3% [80.39% - 84.33%],05-18-2020
152,ID- IDAHO FALLS,80.0,0,0,0,80.0,81.74,0 [0 - 0],80.0% [80.0% - 81.74%],05-18-2020
154,IL- AURORA,126.22,119,108,137,95.75,175.83,119 [108 - 137],126.22% [95.75% - 175.83%],05-18-2020
155,IL- BLUE ISLAND,101.19,259,235,298,87.57,122.74,259 [235 - 298],101.19% [87.57% - 122.74%],05-18-2020
156,IL- CHICAGO,100.92,872,791,1001,87.49,122.17,872 [791 - 1001],100.92% [87.49% - 122.17%],05-18-2020
158,IL- ELGIN,129.77,261,238,301,98.05,181.57,261 [238 - 301],129.77% [98.05% - 181.57%],05-18-2020
161,IL- EVANSTON,109.54,345,314,397,90.68,139.56,345 [314 - 397],109.54% [90.68% - 139.56%],05-18-2020
163,IL- HINSDALE,112.04,170,154,196,91.18,145.27,170 [154 - 196],112.04% [91.18% - 145.27%],05-18-2020
164,IL- JOLIET,118.03,244,221,283,92.52,159.19,244 [221 - 283],118.03% [92.52% - 159.19%],05-18-2020
166,IL- MELROSE PARK,111.0,467,424,537,90.99,142.86,467 [424 - 537],111.0% [90.99% - 142.86%],05-18-2020
170,IL- PEORIA,91.07,104,92,138,82.64,114.75,104 [92 - 138],91.07% [82.64% - 114.75%],05-18-2020
171,IL- ROCKFORD,106.58,200,182,241,89.8,142.83,200 [182 - 241],106.58% [89.8% - 142.83%],05-18-2020
172,IL- SPRINGFIELD,87.9,98,87,138,81.14,106.92,98 [87 - 138],87.9% [81.14% - 106.92%],05-18-2020
173,IL- URBANA,90.42,58,51,81,81.83,117.82,58 [51 - 81],90.42% [81.83% - 117.82%],05-18-2020
175,IL- BLOOMINGTON,111.43,42,38,54,90.11,170.26,42 [38 - 54],111.43% [90.11% - 170.26%],05-18-2020
179,IN- EVANSVILLE,81.65,14,12,40,80.0,98.34,14 [12 - 40],81.65% [80.0% - 98.34%],05-18-2020
180,IN- FORT WAYNE,85.8,63,57,106,81.49,110.74,63 [57 - 106],85.8% [81.49% - 110.74%],05-18-2020
181,IN- GARY,122.87,322,292,372,94.54,169.38,322 [292 - 372],122.87% [94.54% - 169.38%],05-18-2020
183,IN- INDIANAPOLIS,103.17,745,654,928,83.63,141.51,745 [654 - 928],103.17% [83.63% - 141.51%],05-18-2020
184,IN- LAFAYETTE,91.47,38,33,54,84.45,118.33,38 [33 - 54],91.47% [84.45% - 118.33%],05-18-2020
185,IN- MUNCIE,97.09,35,30,43,80.0,122.96,35 [30 - 43],97.09% [80.0% - 122.96%],05-18-2020
186,IN- MUNSTER,115.42,203,184,231,92.74,150.54,203 [184 - 231],115.42% [92.74% - 150.54%],05-18-2020
187,IN- SOUTH BEND,97.19,126,115,154,85.56,120.88,126 [115 - 154],97.19% [85.56% - 120.88%],05-18-2020
188,IN- TERRE HAUTE,86.23,14,12,22,80.0,101.52,14 [12 - 22],86.23% [80.0% - 101.52%],05-18-2020
190,IA- CEDAR RAPIDS,86.55,28,25,39,81.43,98.46,28 [25 - 39],86.55% [81.43% - 98.46%],05-18-2020
191,IA- DAVENPORT,84.22,44,39,57,80.94,90.98,44 [39 - 57],84.22% [80.94% - 90.98%],05-18-2020
192,IA- DES MOINES,83.86,63,56,86,80.58,93.36,63 [56 - 86],83.86% [80.58% - 93.36%],05-18-2020
193,IA- DUBUQUE,86.31,14,13,18,82.2,96.33,14 [13 - 18],86.31% [82.2% - 96.33%],05-18-2020
194,IA- IOWA CITY,83.02,28,25,37,80.46,89.83,28 [25 - 37],83.02% [80.46% - 89.83%],05-18-2020
195,IA- MASON CITY,80.48,0,0,2,80.0,83.96,0 [0 - 2],80.48% [80.0% - 83.96%],05-18-2020
196,IA- SIOUX CITY,83.48,14,13,21,80.8,92.28,14 [13 - 21],83.48% [80.8% - 92.28%],05-18-2020
197,IA- WATERLOO,83.09,7,7,13,81.41,93.93,7 [7 - 13],83.09% [81.41% - 93.93%],05-18-2020
200,KS- TOPEKA,83.8,33,30,48,81.55,95.13,33 [30 - 48],83.8% [81.55% - 95.13%],05-18-2020
201,KS- WICHITA,81.44,35,32,59,80.46,87.7,35 [32 - 59],81.44% [80.46% - 87.7%],05-18-2020
203,KY- COVINGTON,94.07,77,69,93,83.45,113.88,77 [69 - 93],94.07% [83.45% - 113.88%],05-18-2020
204,KY- LEXINGTON,84.45,109,96,219,80.75,112.64,109 [96 - 219],84.45% [80.75% - 112.64%],05-18-2020
205,KY- LOUISVILLE,89.51,224,198,342,82.14,119.51,224 [198 - 342],89.51% [82.14% - 119.51%],05-18-2020
207,KY- OWENSBORO,88.28,14,12,20,80.0,104.58,14 [12 - 20],88.28% [80.0% - 104.58%],05-18-2020
208,KY- PADUCAH,80.46,0,0,20,80.0,95.47,0 [0 - 20],80.46% [80.0% - 95.47%],05-18-2020
209,LA- ALEXANDRIA,81.0,0,0,6,80.0,88.58,0 [0 - 6],81.0% [80.0% - 88.58%],05-18-2020
210,LA- BATON ROUGE,85.55,62,57,97,82.14,105.2,62 [57 - 97],85.55% [82.14% - 105.2%],05-18-2020
212,LA- HOUMA,86.62,21,20,29,82.71,103.11,21 [20 - 29],86.62% [82.71% - 103.11%],05-18-2020
213,LA- LAFAYETTE,83.08,35,31,48,80.42,91.1,35 [31 - 48],83.08% [80.42% - 91.1%],05-18-2020
214,LA- LAKE CHARLES,82.12,7,7,11,81.04,88.9,7 [7 - 11],82.12% [81.04% - 88.9%],05-18-2020
216,LA- METAIRIE,89.8,43,39,56,82.87,108.19,43 [39 - 56],89.8% [82.87% - 108.19%],05-18-2020
217,LA- MONROE,81.07,0,0,5,80.0,87.35,0 [0 - 5],81.07% [80.0% - 87.35%],05-18-2020
218,LA- NEW ORLEANS,85.76,57,52,74,82.02,95.51,57 [52 - 74],85.76% [82.02% - 95.51%],05-18-2020
219,LA- SHREVEPORT,82.11,28,26,44,80.55,89.9,28 [26 - 44],82.11% [80.55% - 89.9%],05-18-2020
220,LA- SLIDELL,93.8,28,26,35,85.16,113.53,28 [26 - 35],93.8% [85.16% - 113.53%],05-18-2020
221,ME- BANGOR,81.8,7,7,12,80.18,86.88,7 [7 - 12],81.8% [80.18% - 86.88%],05-18-2020
222,ME- PORTLAND,83.93,49,44,62,81.1,90.86,49 [44 - 62],83.93% [81.1% - 90.86%],05-18-2020
223,MD- BALTIMORE,116.49,1232,1135,1485,96.44,168.82,1232 [1135 - 1485],116.49% [96.44% - 168.82%],05-18-2020
225,MD- SALISBURY,103.45,105,98,130,91.31,136.35,105 [98 - 130],103.45% [91.31% - 136.35%],05-18-2020
226,MD- TAKOMA PARK,151.06,455,425,531,118.62,232.84,455 [425 - 531],151.06% [118.62% - 232.84%],05-18-2020
227,MA- BOSTON,86.46,346,312,429,82.08,97.0,346 [312 - 429],86.46% [82.08% - 97.0%],05-18-2020
230,MA- SPRINGFIELD,84.77,35,32,43,81.37,92.43,35 [32 - 43],84.77% [81.37% - 92.43%],05-18-2020
231,MA- WORCESTER,86.71,49,45,62,82.25,98.03,49 [45 - 62],86.71% [82.25% - 98.03%],05-18-2020
232,MI- ANN ARBOR,81.25,14,13,25,80.21,85.88,14 [13 - 25],81.25% [80.21% - 85.88%],05-18-2020
233,MI- DEARBORN,81.05,7,7,11,80.3,84.32,7 [7 - 11],81.05% [80.3% - 84.32%],05-18-2020
234,MI- DETROIT,81.11,21,20,34,80.36,85.04,21 [20 - 34],81.11% [80.36% - 85.04%],05-18-2020
235,MI- FLINT,80.83,0,0,4,80.0,84.75,0 [0 - 4],80.83% [80.0% - 84.75%],05-18-2020
236,MI- GRAND RAPIDS,80.43,0,0,3,80.0,81.86,0 [0 - 3],80.43% [80.0% - 81.86%],05-18-2020
238,MI- KALAMAZOO,80.0,0,0,2,80.0,82.1,0 [0 - 2],80.0% [80.0% - 82.1%],05-18-2020
239,MI- LANSING,80.64,0,0,4,80.0,83.71,0 [0 - 4],80.64% [80.0% - 83.71%],05-18-2020
240,MI- MARQUETTE,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-18-2020
242,MI- MUSKEGON,80.0,0,0,0,80.0,82.05,0 [0 - 0],80.0% [80.0% - 82.05%],05-18-2020
243,MI- PETOSKEY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-18-2020
244,MI- PONTIAC,81.3,7,7,10,80.59,85.24,7 [7 - 10],81.3% [80.59% - 85.24%],05-18-2020
245,MI- ROYAL OAK,80.98,7,7,13,80.42,83.97,7 [7 - 13],80.98% [80.42% - 83.97%],05-18-2020
246,MI- SAGINAW,80.0,0,0,1,80.0,80.91,0 [0 - 1],80.0% [80.0% - 80.91%],05-18-2020
248,MI- ST JOSEPH,82.39,0,0,1,80.0,85.3,0 [0 - 1],82.39% [80.0% - 85.3%],05-18-2020
249,MI- TRAVERSE CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-18-2020
250,MN- DULUTH,83.67,21,19,29,80.69,92.22,21 [19 - 29],83.67% [80.69% - 92.22%],05-18-2020
251,MN- MINNEAPOLIS,93.9,603,539,768,83.79,120.02,603 [539 - 768],93.9% [83.79% - 120.02%],05-18-2020
253,MN- ROCHESTER,86.47,84,75,104,81.5,97.01,84 [75 - 104],86.47% [81.5% - 97.01%],05-18-2020
254,MN- ST CLOUD,92.14,44,39,57,83.11,117.2,44 [39 - 57],92.14% [83.11% - 117.2%],05-18-2020
256,MN- ST PAUL,97.85,205,185,257,85.65,128.84,205 [185 - 257],97.85% [85.65% - 128.84%],05-18-2020
257,MS- GULFPORT,93.33,49,44,61,83.75,114.02,49 [44 - 61],93.33% [83.75% - 114.02%],05-18-2020
258,MS- HATTIESBURG,86.29,35,31,57,80.33,111.24,35 [31 - 57],86.29% [80.33% - 111.24%],05-18-2020
259,MS- JACKSON,86.28,133,118,196,81.03,105.33,133 [118 - 196],86.28% [81.03% - 105.33%],05-18-2020
260,MS- MERIDIAN,82.37,7,6,15,80.0,91.86,7 [6 - 15],82.37% [80.0% - 91.86%],05-18-2020
261,MS- OXFORD,83.68,7,6,17,80.0,105.24,7 [6 - 17],83.68% [80.0% - 105.24%],05-18-2020
262,MS- TUPELO,84.58,35,30,56,80.0,100.61,35 [30 - 56],84.58% [80.0% - 100.61%],05-18-2020
263,MO- CAPE GIRARDEAU,80.25,0,0,3,80.0,83.7,0 [0 - 3],80.25% [80.0% - 83.7%],05-18-2020
264,MO- COLUMBIA,81.61,14,12,25,80.16,89.38,14 [12 - 25],81.61% [80.16% - 89.38%],05-18-2020
267,MO- JOPLIN,81.03,0,0,4,80.0,85.35,0 [0 - 4],81.03% [80.0% - 85.35%],05-18-2020
268,MO- KANSAS CITY,85.55,213,194,268,82.16,94.22,213 [194 - 268],85.55% [82.16% - 94.22%],05-18-2020
270,MO- SPRINGFIELD,81.51,14,13,27,80.46,89.44,14 [13 - 27],81.51% [80.46% - 89.44%],05-18-2020
273,MO- ST LOUIS,83.96,246,219,317,81.13,91.45,246 [219 - 317],83.96% [81.13% - 91.45%],05-18-2020
274,MT- BILLINGS,80.52,0,0,3,80.0,82.26,0 [0 - 3],80.52% [80.0% - 82.26%],05-18-2020
275,MT- GREAT FALLS,80.0,0,0,0,80.0,80.62,0 [0 - 0],80.0% [80.0% - 80.62%],05-18-2020
276,MT- MISSOULA,80.43,0,0,1,80.0,82.16,0 [0 - 1],80.43% [80.0% - 82.16%],05-18-2020
277,NE- LINCOLN,101.95,191,171,218,86.75,122.73,191 [171 - 218],101.95% [86.75% - 122.73%],05-18-2020
278,NE- OMAHA,95.44,381,347,415,86.57,104.36,381 [347 - 415],95.44% [86.57% - 104.36%],05-18-2020
279,NV- LAS VEGAS,90.88,213,196,272,84.51,111.11,213 [196 - 272],90.88% [84.51% - 111.11%],05-18-2020
280,NV- RENO,85.47,49,44,69,81.04,99.83,49 [44 - 69],85.47% [81.04% - 99.83%],05-18-2020
281,NH- LEBANON,82.71,7,7,11,80.0,88.44,7 [7 - 11],82.71% [80.0% - 88.44%],05-18-2020
282,NH- MANCHESTER,83.21,28,26,34,80.91,87.85,28 [26 - 34],83.21% [80.91% - 87.85%],05-18-2020
283,NJ- CAMDEN,82.15,77,70,102,80.65,86.46,77 [70 - 102],82.15% [80.65% - 86.46%],05-18-2020
284,NJ- HACKENSACK,83.41,51,47,64,81.15,88.18,51 [47 - 64],83.41% [81.15% - 88.18%],05-18-2020
285,NJ- MORRISTOWN,84.42,33,30,44,81.14,92.45,33 [30 - 44],84.42% [81.14% - 92.45%],05-18-2020
288,NJ- NEW BRUNSWICK,83.04,35,32,46,81.05,88.5,35 [32 - 46],83.04% [81.05% - 88.5%],05-18-2020
