region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,97.61,1291,1228,1383,92.63,103.64,1291 [1228 - 1383],97.61% [92.63% - 103.64%],1487,1067,1996,01-05-2021,projected
2,AL- DOTHAN,106.28,307,291,334,97.55,120.66,307 [291 - 334],106.28% [97.55% - 120.66%],349,233,540,01-05-2021,projected
5,AL- HUNTSVILLE,119.68,659,623,715,106.86,140.16,659 [623 - 715],119.68% [106.86% - 140.16%],746,505,1131,01-05-2021,projected
6,AL- MOBILE,97.36,436,413,464,91.8,104.43,436 [413 - 464],97.36% [91.8% - 104.43%],496,337,698,01-05-2021,projected
7,AL- MONTGOMERY,104.51,333,316,357,96.43,115.25,333 [316 - 357],104.51% [96.43% - 115.25%],379,254,545,01-05-2021,projected
9,AL- TUSCALOOSA,113.67,295,279,320,102.55,130.7,295 [279 - 320],113.67% [102.55% - 130.7%],336,225,506,01-05-2021,projected
11,AZ- MESA,168.38,1542,1428,1749,127.58,236.77,1542 [1428 - 1749],168.38% [127.58% - 236.77%],1750,942,3104,01-05-2021,projected
12,AZ- PHOENIX,132.74,3516,3263,3973,108.84,172.5,3516 [3263 - 3973],132.74% [108.84% - 172.5%],3995,2185,7007,01-05-2021,projected
14,AZ- SUN CITY,118.89,278,257,316,100.49,149.88,278 [257 - 316],118.89% [100.49% - 149.88%],315,166,566,01-05-2021,projected
15,AZ- TUCSON,104.05,495,469,532,96.8,112.17,495 [469 - 532],104.05% [96.8% - 112.17%],607,424,812,01-05-2021,projected
16,AR- FORT SMITH,100.37,228,217,249,93.82,111.69,228 [217 - 249],100.37% [93.82% - 111.69%],261,177,406,01-05-2021,projected
18,AR- JONESBORO,88.08,61,58,66,85.75,91.17,61 [58 - 66],88.08% [85.75% - 91.17%],73,52,101,01-05-2021,projected
19,AR- LITTLE ROCK,97.0,865,819,932,91.54,105.28,865 [819 - 932],97.0% [91.54% - 105.28%],981,666,1459,01-05-2021,projected
21,AR- SPRINGDALE,113.77,314,298,341,102.8,131.75,314 [298 - 341],113.77% [102.8% - 131.75%],357,241,547,01-05-2021,projected
22,AR- TEXARKANA,86.12,50,46,54,83.57,87.76,50 [46 - 54],86.12% [83.57% - 87.76%],60,35,76,01-05-2021,projected
23,CA- ORANGE CO.,100.28,1275,1208,1355,93.91,107.67,1275 [1208 - 1355],100.28% [93.91% - 107.67%],1552,1064,2117,01-05-2021,projected
25,CA- BAKERSFIELD,94.44,438,417,466,90.65,99.14,438 [417 - 466],94.44% [90.65% - 99.14%],522,385,692,01-05-2021,projected
31,CA- CHICO,89.84,51,48,54,86.72,92.81,51 [48 - 54],89.84% [86.72% - 92.81%],63,43,82,01-05-2021,projected
33,CA- CONTRA COSTA CO.,88.94,143,135,153,86.34,91.93,143 [135 - 153],88.94% [86.34% - 91.93%],179,127,239,01-05-2021,projected
43,CA- FRESNO,97.65,327,311,348,92.7,103.7,327 [311 - 348],97.65% [92.7% - 103.7%],403,290,541,01-05-2021,projected
56,CA- LOS ANGELES,137.16,12264,11756,12779,121.23,153.54,12.26K [11.76K - 12.78K],137.16% [121.23% - 153.54%],14177,10227,18239,01-05-2021,projected
58,CA- MODESTO,96.75,236,224,250,92.27,102.05,236 [224 - 250],96.75% [92.27% - 102.05%],288,211,379,01-05-2021,projected
62,CA- NAPA,92.89,63,60,68,89.28,97.01,63 [60 - 68],92.89% [89.28% - 97.01%],75,54,99,01-05-2021,projected
65,CA- ALAMEDA CO.,89.23,261,248,279,86.66,92.19,261 [248 - 279],89.23% [86.66% - 92.19%],312,225,412,01-05-2021,projected
