date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
07-19-2020,3869,1617,8512
07-20-2020,3939,1645,8618
07-21-2020,4017,1674,8734
07-22-2020,4111,1700,8857
07-23-2020,4184,1724,8975
07-24-2020,4268,1753,9094
07-25-2020,4341,1784,9181
07-26-2020,4414,1815,9251
07-27-2020,4459,1833,9302
07-28-2020,4474,1848,9338
07-29-2020,4476,1853,9327
07-30-2020,4457,1843,9301
07-31-2020,4457,1837,9282
08-01-2020,4447,1827,9258
08-02-2020,4441,1822,9259
08-03-2020,4447,1824,9255
08-04-2020,4439,1819,9258
08-05-2020,4439,1820,9256
08-06-2020,4440,1810,9286
08-07-2020,4449,1804,9277
08-08-2020,4434,1797,9281
08-09-2020,4446,1789,9293
08-10-2020,4455,1793,9302
08-11-2020,4462,1803,9308
08-12-2020,4468,1796,9327
08-13-2020,4484,1803,9334
08-14-2020,4500,1801,9342
08-15-2020,4494,1805,9363
08-16-2020,4511,1804,9370
08-17-2020,4512,1809,9396
08-18-2020,4532,1805,9396
08-19-2020,4543,1799,9403
08-20-2020,4576,1806,9416
08-21-2020,4604,1810,9415
08-22-2020,4627,1806,9423
08-23-2020,4642,1818,9429
08-24-2020,4666,1823,9421
08-25-2020,4681,1829,9417
08-26-2020,4705,1838,9412
08-27-2020,4745,1833,9394
08-28-2020,4762,1842,9359
08-29-2020,4777,1847,9343
08-30-2020,4779,1853,9321
08-31-2020,4802,1866,9296
09-01-2020,4810,1874,9283
09-02-2020,4832,1865,9252
09-03-2020,4840,1874,9221
09-04-2020,4834,1880,9178
09-05-2020,4818,1868,9160
09-06-2020,4832,1864,9135
09-07-2020,4844,1864,9098
09-08-2020,4854,1870,9081
09-09-2020,4870,1874,9059
09-10-2020,4865,1878,9042
09-11-2020,4868,1883,9031
09-12-2020,4879,1883,9006
