HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
222,ME- PORTLAND,82.93,35,32,41,81.18,85.83,35 [32 - 41],82.93% [81.18% - 85.83%],05-12-2020
223,MD- BALTIMORE,100.99,767,700,862,90.07,115.05,767 [700 - 862],100.99% [90.07% - 115.05%],05-12-2020
225,MD- SALISBURY,91.26,59,53,67,83.74,101.77,59 [53 - 67],91.26% [83.74% - 101.77%],05-12-2020
226,MD- TAKOMA PARK,129.88,341,319,379,109.14,160.11,341 [319 - 379],129.88% [109.14% - 160.11%],05-12-2020
227,MA- BOSTON,96.57,903,826,1058,87.67,112.99,903 [826 - 1058],96.57% [87.67% - 112.99%],05-12-2020
230,MA- SPRINGFIELD,91.01,88,80,103,84.68,101.49,88 [80 - 103],91.01% [84.68% - 101.49%],05-12-2020
231,MA- WORCESTER,96.57,133,122,158,87.55,113.98,133 [122 - 158],96.57% [87.55% - 113.98%],05-12-2020
232,MI- ANN ARBOR,84.47,63,57,79,81.53,90.88,63 [57 - 79],84.47% [81.53% - 90.88%],05-12-2020
233,MI- DEARBORN,83.83,25,23,32,81.46,89.06,25 [23 - 32],83.83% [81.46% - 89.06%],05-12-2020
234,MI- DETROIT,84.25,88,80,109,81.61,90.37,88 [80 - 109],84.25% [81.61% - 90.37%],05-12-2020
235,MI- FLINT,83.15,14,13,19,80.98,87.92,14 [13 - 19],83.15% [80.98% - 87.92%],05-12-2020
236,MI- GRAND RAPIDS,81.06,6,5,9,80.3,82.08,6 [5 - 9],81.06% [80.3% - 82.08%],05-12-2020
238,MI- KALAMAZOO,80.0,0,0,2,80.0,81.76,0 [0 - 2],80.0% [80.0% - 81.76%],05-12-2020
239,MI- LANSING,80.82,0,0,5,80.07,84.76,0 [0 - 5],80.82% [80.07% - 84.76%],05-12-2020
240,MI- MARQUETTE,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
242,MI- MUSKEGON,80.39,0,0,1,80.0,82.61,0 [0 - 1],80.39% [80.0% - 82.61%],05-12-2020
243,MI- PETOSKEY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
244,MI- PONTIAC,84.52,21,19,27,81.69,90.81,21 [19 - 27],84.52% [81.69% - 90.81%],05-12-2020
245,MI- ROYAL OAK,83.39,36,33,46,81.29,88.14,36 [33 - 46],83.39% [81.29% - 88.14%],05-12-2020
246,MI- SAGINAW,80.26,0,0,1,80.0,81.15,0 [0 - 1],80.26% [80.0% - 81.15%],05-12-2020
248,MI- ST JOSEPH,83.0,0,0,0,80.0,82.98,0 [0 - 0],83.0% [80.0% - 82.98%],05-12-2020
249,MI- TRAVERSE CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
250,MN- DULUTH,80.75,0,0,2,80.26,81.55,0 [0 - 2],80.75% [80.26% - 81.55%],05-12-2020
251,MN- MINNEAPOLIS,86.64,304,276,367,83.04,94.13,304 [276 - 367],86.64% [83.04% - 94.13%],05-12-2020
253,MN- ROCHESTER,83.69,50,45,58,81.0,87.04,50 [45 - 58],83.69% [81.0% - 87.04%],05-12-2020
254,MN- ST CLOUD,85.71,21,19,26,81.7,91.03,21 [19 - 26],85.71% [81.7% - 91.03%],05-12-2020
256,MN- ST PAUL,89.25,110,102,131,84.77,97.99,110 [102 - 131],89.25% [84.77% - 97.99%],05-12-2020
257,MS- GULFPORT,90.86,42,39,49,84.14,101.99,42 [39 - 49],90.86% [84.14% - 101.99%],05-12-2020
258,MS- HATTIESBURG,87.32,42,37,48,80.41,92.64,42 [37 - 48],87.32% [80.41% - 92.64%],05-12-2020
259,MS- JACKSON,84.16,91,82,127,81.41,92.77,91 [82 - 127],84.16% [81.41% - 92.77%],05-12-2020
260,MS- MERIDIAN,80.0,0,0,1,80.0,81.43,0 [0 - 1],80.0% [80.0% - 81.43%],05-12-2020
261,MS- OXFORD,80.0,0,0,5,80.0,89.72,0 [0 - 5],80.0% [80.0% - 89.72%],05-12-2020
262,MS- TUPELO,81.63,7,6,19,80.0,88.65,7 [6 - 19],81.63% [80.0% - 88.65%],05-12-2020
263,MO- CAPE GIRARDEAU,80.06,0,0,0,80.0,80.29,0 [0 - 0],80.06% [80.0% - 80.29%],05-12-2020
264,MO- COLUMBIA,80.67,0,0,4,80.33,82.93,0 [0 - 4],80.67% [80.33% - 82.93%],05-12-2020
267,MO- JOPLIN,80.0,0,0,0,80.0,80.73,0 [0 - 0],80.0% [80.0% - 80.73%],05-12-2020
268,MO- KANSAS CITY,84.5,189,173,224,82.28,89.12,189 [173 - 224],84.5% [82.28% - 89.12%],05-12-2020
270,MO- SPRINGFIELD,80.63,0,0,5,80.61,82.76,0 [0 - 5],80.63% [80.61% - 82.76%],05-12-2020
273,MO- ST LOUIS,81.68,112,103,140,80.89,84.08,112 [103 - 140],81.68% [80.89% - 84.08%],05-12-2020
274,MT- BILLINGS,80.78,7,6,9,80.0,81.67,7 [6 - 9],80.78% [80.0% - 81.67%],05-12-2020
275,MT- GREAT FALLS,80.0,0,0,0,80.0,80.37,0 [0 - 0],80.0% [80.0% - 80.37%],05-12-2020
276,MT- MISSOULA,80.22,0,0,1,80.0,81.04,0 [0 - 1],80.22% [80.0% - 81.04%],05-12-2020
277,NE- LINCOLN,94.89,143,130,171,86.64,109.72,143 [130 - 171],94.89% [86.64% - 109.72%],05-12-2020
278,NE- OMAHA,105.7,724,664,801,92.27,122.16,724 [664 - 801],105.7% [92.27% - 122.16%],05-12-2020
279,NV- LAS VEGAS,91.16,224,209,266,85.88,102.81,224 [209 - 266],91.16% [85.88% - 102.81%],05-12-2020
280,NV- RENO,86.07,56,51,65,82.13,91.45,56 [51 - 65],86.07% [82.13% - 91.45%],05-12-2020
281,NH- LEBANON,82.75,7,7,10,80.62,86.59,7 [7 - 10],82.75% [80.62% - 86.59%],05-12-2020
282,NH- MANCHESTER,83.57,28,27,35,81.82,87.5,28 [27 - 35],83.57% [81.82% - 87.5%],05-12-2020
283,NJ- CAMDEN,86.21,227,207,267,82.64,92.71,227 [207 - 267],86.21% [82.64% - 92.71%],05-12-2020
284,NJ- HACKENSACK,94.06,227,208,263,86.54,107.33,227 [208 - 263],94.06% [86.54% - 107.33%],05-12-2020
285,NJ- MORRISTOWN,96.85,144,132,169,87.26,114.13,144 [132 - 169],96.85% [87.26% - 114.13%],05-12-2020
288,NJ- NEW BRUNSWICK,90.86,134,123,158,84.7,102.23,134 [123 - 158],90.86% [84.7% - 102.23%],05-12-2020
289,NJ- NEWARK,90.56,227,208,264,84.73,101.05,227 [208 - 264],90.56% [84.73% - 101.05%],05-12-2020
291,NJ- PATERSON,91.04,55,50,65,84.67,102.58,55 [50 - 65],91.04% [84.67% - 102.58%],05-12-2020
292,NJ- RIDGEWOOD,109.89,100,91,116,93.38,137.95,100 [91 - 116],109.89% [93.38% - 137.95%],05-12-2020
293,NM- ALBUQUERQUE,92.66,223,201,262,85.3,104.2,223 [201 - 262],92.66% [85.3% - 104.2%],05-12-2020
295,NY- ALBANY,94.15,306,276,363,85.05,109.68,306 [276 - 363],94.15% [85.05% - 109.68%],05-12-2020
296,NY- BINGHAMTON,83.08,7,7,12,80.0,90.23,7 [7 - 12],83.08% [80.0% - 90.23%],05-12-2020
297,NY- BRONX,107.02,422,382,489,91.35,133.34,422 [382 - 489],107.02% [91.35% - 133.34%],05-12-2020
299,NY- BUFFALO,82.93,48,43,61,80.86,87.71,48 [43 - 61],82.93% [80.86% - 87.71%],05-12-2020
300,NY- ELMIRA,81.48,7,6,11,80.0,86.78,7 [6 - 11],81.48% [80.0% - 86.78%],05-12-2020
301,NY- EAST LONG ISLAND,116.81,1396,1263,1629,97.36,146.93,1396 [1263 - 1629],116.81% [97.36% - 146.93%],05-12-2020
304,NY- ROCHESTER,84.39,53,47,66,81.11,89.63,53 [47 - 66],84.39% [81.11% - 89.63%],05-12-2020
307,NY- SYRACUSE,81.75,21,20,33,80.74,87.47,21 [20 - 33],81.75% [80.74% - 87.47%],05-12-2020
308,NY- WHITE PLAINS,105.49,322,293,372,91.01,128.87,322 [293 - 372],105.49% [91.01% - 128.87%],05-12-2020
309,NC- ASHEVILLE,81.65,13,12,18,80.64,83.51,13 [12 - 18],81.65% [80.64% - 83.51%],05-12-2020
311,NC- CHARLOTTE,88.98,283,260,327,84.64,96.68,283 [260 - 327],88.98% [84.64% - 96.68%],05-12-2020
312,NC- DURHAM,85.54,137,127,171,82.92,92.19,137 [127 - 171],85.54% [82.92% - 92.19%],05-12-2020
313,NC- GREENSBORO,85.66,51,47,61,82.45,91.2,51 [47 - 61],85.66% [82.45% - 91.2%],05-12-2020
314,NC- GREENVILLE,82.87,42,37,48,80.96,85.86,42 [37 - 48],82.87% [80.96% - 85.86%],05-12-2020
315,NC- HICKORY,84.83,14,13,18,81.6,89.22,14 [13 - 18],84.83% [81.6% - 89.22%],05-12-2020
318,NC- RALEIGH,92.15,278,254,330,86.0,104.49,278 [254 - 330],92.15% [86.0% - 104.49%],05-12-2020
319,NC- WILMINGTON,84.37,32,28,38,81.89,89.61,32 [28 - 38],84.37% [81.89% - 89.61%],05-12-2020
320,NC- WINSTON-SALEM,84.29,92,83,107,81.52,88.56,92 [83 - 107],84.29% [81.52% - 88.56%],05-12-2020
321,ND- BISMARCK,82.84,7,7,11,80.84,85.85,7 [7 - 11],82.84% [80.84% - 85.85%],05-12-2020
322,ND- FARGO MOORHEAD -MN,80.39,0,0,2,80.0,81.08,0 [0 - 2],80.39% [80.0% - 81.08%],05-12-2020
323,ND- GRAND FORKS,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
324,ND- MINOT,81.13,0,0,1,80.0,82.14,0 [0 - 1],81.13% [80.0% - 82.14%],05-12-2020
325,OH- AKRON,87.28,92,84,109,83.42,94.3,92 [84 - 109],87.28% [83.42% - 94.3%],05-12-2020
326,OH- CANTON,85.71,60,54,73,81.32,90.78,60 [54 - 73],85.71% [81.32% - 90.78%],05-12-2020
327,OH- CINCINNATI,83.69,89,83,109,81.81,87.26,89 [83 - 109],83.69% [81.81% - 87.26%],05-12-2020
328,OH- CLEVELAND,86.6,298,271,355,82.73,93.06,298 [271 - 355],86.6% [82.73% - 93.06%],05-12-2020
329,OH- COLUMBUS,82.32,110,98,140,80.7,84.97,110 [98 - 140],82.32% [80.7% - 84.97%],05-12-2020
330,OH- DAYTON,81.78,33,28,41,80.46,84.41,33 [28 - 41],81.78% [80.46% - 84.41%],05-12-2020
331,OH- ELYRIA,90.81,36,33,43,85.1,100.14,36 [33 - 43],90.81% [85.1% - 100.14%],05-12-2020
332,OH- KETTERING,84.01,21,20,26,81.73,87.35,21 [20 - 26],84.01% [81.73% - 87.35%],05-12-2020
334,OH- TOLEDO,82.19,45,40,59,80.62,84.61,45 [40 - 59],82.19% [80.62% - 84.61%],05-12-2020
335,OH- YOUNGSTOWN,84.41,56,52,66,81.77,87.81,56 [52 - 66],84.41% [81.77% - 87.81%],05-12-2020
336,OK- LAWTON,80.0,0,0,2,80.0,82.52,0 [0 - 2],80.0% [80.0% - 82.52%],05-12-2020
339,OK- OKLAHOMA CITY,84.02,154,141,208,82.1,91.44,154 [141 - 208],84.02% [82.1% - 91.44%],05-12-2020
340,OK- TULSA,81.7,56,51,80,80.8,86.33,56 [51 - 80],81.7% [80.8% - 86.33%],05-12-2020
341,OR- BEND,83.69,7,7,8,80.99,87.9,7 [7 - 8],83.69% [80.99% - 87.9%],05-12-2020
342,OR- EUGENE,83.38,14,14,18,81.19,87.15,14 [14 - 18],83.38% [81.19% - 87.15%],05-12-2020
343,OR- MEDFORD,81.52,7,7,8,80.41,83.73,7 [7 - 8],81.52% [80.41% - 83.73%],05-12-2020
344,OR- PORTLAND,84.44,119,109,139,82.14,89.09,119 [109 - 139],84.44% [82.14% - 89.09%],05-12-2020
345,OR- SALEM,85.62,7,7,10,82.75,92.84,7 [7 - 10],85.62% [82.75% - 92.84%],05-12-2020
346,PA- ALLENTOWN,89.63,147,136,169,84.66,98.15,147 [136 - 169],89.63% [84.66% - 98.15%],05-12-2020
347,PA- ALTOONA,80.08,0,0,1,80.0,81.01,0 [0 - 1],80.08% [80.0% - 81.01%],05-12-2020
350,PA- DANVILLE,80.9,0,0,3,80.0,83.36,0 [0 - 3],80.9% [80.0% - 83.36%],05-12-2020
351,PA- ERIE,80.87,7,7,10,80.0,82.11,7 [7 - 10],80.87% [80.0% - 82.11%],05-12-2020
352,PA- HARRISBURG,84.09,45,42,53,82.1,88.29,45 [42 - 53],84.09% [82.1% - 88.29%],05-12-2020
354,PA- JOHNSTOWN,80.03,0,0,0,80.0,81.22,0 [0 - 0],80.03% [80.0% - 81.22%],05-12-2020
355,PA- LANCASTER,87.08,42,39,48,83.11,92.34,42 [39 - 48],87.08% [83.11% - 92.34%],05-12-2020
356,PA- PHILADELPHIA,87.5,462,425,527,83.4,93.44,462 [425 - 527],87.5% [83.4% - 93.44%],05-12-2020
357,PA- PITTSBURGH,81.56,91,82,109,80.46,83.17,91 [82 - 109],81.56% [80.46% - 83.17%],05-12-2020
358,PA- READING,86.54,42,39,50,82.11,92.01,42 [39 - 50],86.54% [82.11% - 92.01%],05-12-2020
359,PA- SAYRE,80.02,0,0,2,80.0,85.94,0 [0 - 2],80.02% [80.0% - 85.94%],05-12-2020
360,PA- SCRANTON,86.58,28,27,33,83.17,93.27,28 [27 - 33],86.58% [83.17% - 93.27%],05-12-2020
362,PA- WILKES-BARRE,85.5,14,13,17,81.68,89.92,14 [13 - 17],85.5% [81.68% - 89.92%],05-12-2020
363,PA- YORK,86.98,28,27,32,83.61,92.15,28 [27 - 32],86.98% [83.61% - 92.15%],05-12-2020
364,RI- PROVIDENCE,98.74,301,280,345,89.99,114.9,301 [280 - 345],98.74% [89.99% - 114.9%],05-12-2020
365,SC- CHARLESTON,84.18,70,64,83,82.05,88.1,70 [64 - 83],84.18% [82.05% - 88.1%],05-12-2020
366,SC- COLUMBIA,87.73,170,154,196,83.28,94.59,170 [154 - 196],87.73% [83.28% - 94.59%],05-12-2020
367,SC- FLORENCE,82.47,17,16,23,81.12,85.67,17 [16 - 23],82.47% [81.12% - 85.67%],05-12-2020
368,SC- GREENVILLE,84.43,59,54,69,82.01,88.19,59 [54 - 69],84.43% [82.01% - 88.19%],05-12-2020
369,SC- SPARTANBURG,83.09,17,16,20,81.32,86.13,17 [16 - 20],83.09% [81.32% - 86.13%],05-12-2020
370,SD- RAPID CITY,80.0,0,0,1,80.0,82.33,0 [0 - 1],80.0% [80.0% - 82.33%],05-12-2020
371,SD- SIOUX FALLS,84.86,70,65,92,82.52,92.76,70 [65 - 92],84.86% [82.52% - 92.76%],05-12-2020
373,TN- CHATTANOOGA,81.71,27,24,29,80.31,83.21,27 [24 - 29],81.71% [80.31% - 83.21%],05-12-2020
374,TN- JACKSON,80.08,0,0,1,80.0,80.67,0 [0 - 1],80.08% [80.0% - 80.67%],05-12-2020
375,TN- JOHNSON CITY,81.48,4,3,5,80.0,82.45,4 [3 - 5],81.48% [80.0% - 82.45%],05-12-2020
376,TN- KINGSPORT,80.15,0,0,2,80.0,80.45,0 [0 - 2],80.15% [80.0% - 80.45%],05-12-2020
377,TN- KNOXVILLE,80.51,11,10,18,80.17,81.89,11 [10 - 18],80.51% [80.17% - 81.89%],05-12-2020
379,TN- MEMPHIS,82.32,76,70,103,81.06,86.96,76 [70 - 103],82.32% [81.06% - 86.96%],05-12-2020
380,TN- NASHVILLE,85.34,250,224,298,81.81,90.7,250 [224 - 298],85.34% [81.81% - 90.7%],05-12-2020
382,TX- ABILENE,80.02,0,0,0,80.0,80.08,0 [0 - 0],80.02% [80.0% - 80.08%],05-12-2020
383,TX- AMARILLO,80.03,0,0,1,80.0,81.0,0 [0 - 1],80.03% [80.0% - 81.0%],05-12-2020
385,TX- AUSTIN,86.5,118,108,144,82.83,94.07,118 [108 - 144],86.5% [82.83% - 94.07%],05-12-2020
386,TX- BEAUMONT,80.92,0,0,4,80.07,82.34,0 [0 - 4],80.92% [80.07% - 82.34%],05-12-2020
388,TX- BRYAN,84.06,7,7,11,81.96,87.84,7 [7 - 11],84.06% [81.96% - 87.84%],05-12-2020
390,TX- CORPUS CHRISTI,80.6,0,0,1,80.0,80.97,0 [0 - 1],80.6% [80.0% - 80.97%],05-12-2020
391,TX- DALLAS,84.66,300,274,363,82.18,89.82,300 [274 - 363],84.66% [82.18% - 89.82%],05-12-2020
393,TX- EL PASO,81.91,24,22,29,80.95,83.75,24 [22 - 29],81.91% [80.95% - 83.75%],05-12-2020
394,TX- FORT WORTH,84.5,116,107,141,82.24,89.71,116 [107 - 141],84.5% [82.24% - 89.71%],05-12-2020
396,TX- HARLINGEN,81.08,7,7,9,80.21,82.4,7 [7 - 9],81.08% [80.21% - 82.4%],05-12-2020
397,TX- HOUSTON,83.49,311,282,381,81.69,87.6,311 [282 - 381],83.49% [81.69% - 87.6%],05-12-2020
399,TX- LONGVIEW,81.82,0,0,2,80.0,83.06,0 [0 - 2],81.82% [80.0% - 83.06%],05-12-2020
400,TX- LUBBOCK,80.78,7,7,10,80.5,82.13,7 [7 - 10],80.78% [80.5% - 82.13%],05-12-2020
402,TX- MCALLEN,80.72,2,2,4,80.57,81.83,2 [2 - 4],80.72% [80.57% - 81.83%],05-12-2020
406,TX- ODESSA,80.0,0,0,1,80.0,81.78,0 [0 - 1],80.0% [80.0% - 81.78%],05-12-2020
411,TX- SAN ANGELO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
412,TX- SAN ANTONIO,88.18,300,271,362,83.33,97.08,300 [271 - 362],88.18% [83.33% - 97.08%],05-12-2020
413,TX- TEMPLE,83.42,14,14,19,81.6,88.41,14 [14 - 19],83.42% [81.6% - 88.41%],05-12-2020
416,TX- TYLER,81.42,7,7,14,80.75,84.3,7 [7 - 14],81.42% [80.75% - 84.3%],05-12-2020
417,TX- VICTORIA,80.0,0,0,0,80.0,81.56,0 [0 - 0],80.0% [80.0% - 81.56%],05-12-2020
418,TX- WACO,84.72,11,10,15,82.01,91.39,11 [10 - 15],84.72% [82.01% - 91.39%],05-12-2020
420,TX- WICHITA FALLS,81.8,0,0,1,80.0,82.61,0 [0 - 1],81.8% [80.0% - 82.61%],05-12-2020
421,UT- OGDEN,84.97,15,14,18,81.64,88.77,15 [14 - 18],84.97% [81.64% - 88.77%],05-12-2020
422,UT- PROVO,84.14,17,15,20,81.44,88.09,17 [15 - 20],84.14% [81.44% - 88.09%],05-12-2020
423,UT- SALT LAKE CITY,82.84,56,51,68,81.19,85.97,56 [51 - 68],82.84% [81.19% - 85.97%],05-12-2020
424,VT- BURLINGTON,80.81,0,0,10,80.19,88.71,0 [0 - 10],80.81% [80.19% - 88.71%],05-12-2020
426,VA- ARLINGTON,129.85,773,725,877,110.63,167.18,773 [725 - 877],129.85% [110.63% - 167.18%],05-12-2020
427,VA- CHARLOTTESVILLE,87.92,65,58,77,82.49,96.75,65 [58 - 77],87.92% [82.49% - 96.75%],05-12-2020
428,VA- LYNCHBURG,80.0,0,0,4,80.0,84.65,0 [0 - 4],80.0% [80.0% - 84.65%],05-12-2020
429,VA- NEWPORT NEWS,102.78,133,122,160,89.39,124.6,133 [122 - 160],102.78% [89.39% - 124.6%],05-12-2020
430,VA- NORFOLK,92.0,175,160,210,86.83,104.75,175 [160 - 210],92.0% [86.83% - 104.75%],05-12-2020
431,VA- RICHMOND,91.42,301,274,356,85.15,103.98,301 [274 - 356],91.42% [85.15% - 103.98%],05-12-2020
432,VA- ROANOKE,80.0,0,0,6,80.0,82.22,0 [0 - 6],80.0% [80.0% - 82.22%],05-12-2020
435,VA- WINCHESTER,88.97,44,40,54,83.64,98.44,44 [40 - 54],88.97% [83.64% - 98.44%],05-12-2020
437,WA- EVERETT,156.08,290,265,326,113.74,212.89,290 [265 - 326],156.08% [113.74% - 212.89%],05-12-2020
438,WA- OLYMPIA,113.33,113,103,130,93.48,142.96,113 [103 - 130],113.33% [93.48% - 142.96%],05-12-2020
