HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
1,AL- BIRMINGHAM,83.63,149,132,194,80.91,89.32,149 [132 - 194],83.63% [80.91% - 89.32%],05-12-2020
2,AL- DOTHAN,80.0,0,0,2,80.0,81.96,0 [0 - 2],80.0% [80.0% - 81.96%],05-12-2020
5,AL- HUNTSVILLE,82.28,21,19,28,80.8,86.76,21 [19 - 28],82.28% [80.8% - 86.76%],05-12-2020
6,AL- MOBILE,83.32,42,39,52,81.4,86.83,42 [39 - 52],83.32% [81.4% - 86.83%],05-12-2020
7,AL- MONTGOMERY,82.22,18,17,23,80.97,86.4,18 [17 - 23],82.22% [80.97% - 86.4%],05-12-2020
9,AL- TUSCALOOSA,82.91,14,14,18,81.4,87.31,14 [14 - 18],82.91% [81.4% - 87.31%],05-12-2020
11,AZ- MESA,92.54,135,125,169,86.21,108.48,135 [125 - 169],92.54% [86.21% - 108.48%],05-12-2020
12,AZ- PHOENIX,88.08,336,308,419,83.99,98.39,336 [308 - 419],88.08% [83.99% - 98.39%],05-12-2020
14,AZ- SUN CITY,85.21,20,19,26,82.47,91.73,20 [19 - 26],85.21% [82.47% - 91.73%],05-12-2020
15,AZ- TUCSON,86.22,84,76,107,82.54,94.54,84 [76 - 107],86.22% [82.54% - 94.54%],05-12-2020
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
18,AR- JONESBORO,80.0,0,0,0,80.0,80.44,0 [0 - 0],80.0% [80.0% - 80.44%],05-12-2020
19,AR- LITTLE ROCK,81.83,55,48,72,80.21,84.12,55 [48 - 72],81.83% [80.21% - 84.12%],05-12-2020
21,AR- SPRINGDALE,80.74,3,2,4,80.0,82.27,3 [2 - 4],80.74% [80.0% - 82.27%],05-12-2020
22,AR- TEXARKANA,80.0,0,0,0,80.0,80.82,0 [0 - 0],80.0% [80.0% - 80.82%],05-12-2020
23,CA- ORANGE CO.,86.05,234,212,296,82.35,95.27,234 [212 - 296],86.05% [82.35% - 95.27%],05-12-2020
25,CA- BAKERSFIELD,82.2,35,32,47,80.69,85.48,35 [32 - 47],82.2% [80.69% - 85.48%],05-12-2020
31,CA- CHICO,81.84,0,0,4,80.0,88.28,0 [0 - 4],81.84% [80.0% - 88.28%],05-12-2020
33,CA- CONTRA COSTA CO.,98.51,178,162,222,87.04,124.63,178 [162 - 222],98.51% [87.04% - 124.63%],05-12-2020
43,CA- FRESNO,83.84,42,38,54,81.1,89.94,42 [38 - 54],83.84% [81.1% - 89.94%],05-12-2020
56,CA- LOS ANGELES,85.52,688,623,872,82.1,93.9,688 [623 - 872],85.52% [82.1% - 93.9%],05-12-2020
58,CA- MODESTO,88.94,77,70,100,83.03,103.44,77 [70 - 100],88.94% [83.03% - 103.44%],05-12-2020
62,CA- NAPA,89.94,28,25,35,81.89,104.91,28 [25 - 35],89.94% [81.89% - 104.91%],05-12-2020
65,CA- ALAMEDA CO.,96.55,270,245,335,86.3,119.78,270 [245 - 335],96.55% [86.3% - 119.78%],05-12-2020
69,CA- PALM SPR/RANCHO MIR.,84.03,21,20,27,81.52,90.26,21 [20 - 27],84.03% [81.52% - 90.26%],05-12-2020
73,CA- REDDING,84.63,21,19,28,81.02,93.03,21 [19 - 28],84.63% [81.02% - 93.03%],05-12-2020
77,CA- SACRAMENTO,92.38,294,265,370,84.43,110.54,294 [265 - 370],92.38% [84.43% - 110.54%],05-12-2020
78,CA- SALINAS,90.48,35,32,47,84.16,107.11,35 [32 - 47],90.48% [84.16% - 107.11%],05-12-2020
79,CA- SAN BERNARDINO,86.82,199,180,254,82.59,97.36,199 [180 - 254],86.82% [82.59% - 97.36%],05-12-2020
80,CA- SAN DIEGO,89.61,336,304,424,83.53,103.96,336 [304 - 424],89.61% [83.53% - 103.96%],05-12-2020
81,CA- SAN FRANCISCO,89.87,242,219,300,83.75,103.5,242 [219 - 300],89.87% [83.75% - 103.5%],05-12-2020
82,CA- SAN JOSE,101.49,313,284,386,88.39,131.12,313 [284 - 386],101.49% [88.39% - 131.12%],05-12-2020
83,CA- SAN LUIS OBISPO,90.16,21,19,27,83.07,105.0,21 [19 - 27],90.16% [83.07% - 105.0%],05-12-2020
85,CA- SAN MATEO CO.,91.63,147,134,182,84.49,107.63,147 [134 - 182],91.63% [84.49% - 107.63%],05-12-2020
86,CA- SANTA BARBARA,86.79,28,26,37,82.59,96.46,28 [26 - 37],86.79% [82.59% - 96.46%],05-12-2020
87,CA- SANTA CRUZ,101.61,35,32,45,88.36,135.99,35 [32 - 45],101.61% [88.36% - 135.99%],05-12-2020
89,CA- SANTA ROSA,87.38,63,58,81,82.79,98.54,63 [58 - 81],87.38% [82.79% - 98.54%],05-12-2020
91,CA- STOCKTON,94.4,70,64,90,85.08,115.28,70 [64 - 90],94.4% [85.08% - 115.28%],05-12-2020
96,CA- VENTURA,87.46,56,51,73,82.86,99.14,56 [51 - 73],87.46% [82.86% - 99.14%],05-12-2020
