date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,295,22,615
06-15-2020,306,22,628
06-16-2020,316,22,641
06-17-2020,324,22,650
06-18-2020,334,22,661
06-19-2020,343,23,670
06-20-2020,352,23,678
06-21-2020,360,23,684
06-22-2020,369,23,691
06-23-2020,378,24,695
06-24-2020,387,24,699
06-25-2020,395,24,702
06-26-2020,404,24,703
06-27-2020,412,24,701
06-28-2020,422,24,699
06-29-2020,431,25,696
06-30-2020,438,25,693
07-01-2020,444,25,688
07-02-2020,451,25,681
07-03-2020,458,26,670
07-04-2020,465,26,662
07-05-2020,470,26,652
07-06-2020,476,26,644
07-07-2020,481,27,636
07-08-2020,484,27,626
07-09-2020,488,27,621
07-10-2020,492,28,613
07-11-2020,495,28,603
07-12-2020,497,28,594
07-13-2020,496,28,585
07-14-2020,498,28,577
07-15-2020,494,28,568
07-16-2020,491,29,561
07-17-2020,489,29,548
07-18-2020,477,29,541
07-19-2020,470,30,533
07-20-2020,466,30,526
07-21-2020,464,30,520
07-22-2020,459,31,509
07-23-2020,454,31,504
07-24-2020,445,31,499
07-25-2020,440,31,493
07-26-2020,432,31,485
07-27-2020,425,31,477
07-28-2020,414,31,469
07-29-2020,407,32,462
07-30-2020,399,32,454
07-31-2020,390,32,451
08-01-2020,384,32,444
08-02-2020,379,33,438
08-03-2020,369,33,432
08-04-2020,364,33,423
08-05-2020,356,34,417
08-06-2020,344,34,413
08-07-2020,338,34,409
08-08-2020,329,35,403
