date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,1,0,6
06-15-2020,1,0,7
06-16-2020,1,0,7
06-17-2020,1,0,7
06-18-2020,1,0,7
06-19-2020,1,0,7
06-20-2020,1,0,7
06-21-2020,1,0,8
06-22-2020,1,0,9
06-23-2020,1,0,10
06-24-2020,1,0,11
06-25-2020,2,0,12
06-26-2020,3,0,13
06-27-2020,3,0,13
06-28-2020,3,0,14
06-29-2020,4,0,14
06-30-2020,4,0,14
07-01-2020,4,0,15
07-02-2020,4,0,15
07-03-2020,4,0,16
07-04-2020,4,0,17
07-05-2020,4,0,18
07-06-2020,4,0,19
07-07-2020,4,0,21
07-08-2020,4,0,21
07-09-2020,4,0,23
07-10-2020,5,0,24
07-11-2020,6,0,25
07-12-2020,7,0,27
07-13-2020,7,0,28
07-14-2020,7,0,29
07-15-2020,7,0,30
07-16-2020,7,0,30
07-17-2020,7,0,32
07-18-2020,7,0,32
07-19-2020,7,0,33
07-20-2020,7,0,34
07-21-2020,7,0,35
07-22-2020,8,0,37
07-23-2020,8,0,38
07-24-2020,8,0,40
07-25-2020,10,0,41
07-26-2020,12,0,41
07-27-2020,12,0,41
07-28-2020,12,0,42
07-29-2020,12,0,43
07-30-2020,12,0,44
07-31-2020,13,0,45
08-01-2020,14,0,45
08-02-2020,14,0,46
08-03-2020,14,0,46
08-04-2020,14,0,47
08-05-2020,14,0,47
08-06-2020,15,0,47
08-07-2020,15,0,48
08-08-2020,15,0,49
