date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,100,5,235
06-15-2020,104,5,242
06-16-2020,108,5,248
06-17-2020,111,5,254
06-18-2020,113,5,262
06-19-2020,118,5,267
06-20-2020,121,5,274
06-21-2020,124,5,279
06-22-2020,127,5,284
06-23-2020,130,5,291
06-24-2020,134,5,295
06-25-2020,137,5,300
06-26-2020,140,5,304
06-27-2020,144,6,308
06-28-2020,149,6,310
06-29-2020,154,6,312
06-30-2020,157,6,314
07-01-2020,161,6,317
07-02-2020,164,6,319
07-03-2020,167,6,320
07-04-2020,171,6,320
07-05-2020,176,6,320
07-06-2020,179,6,319
07-07-2020,182,6,318
07-08-2020,184,6,315
07-09-2020,186,6,313
07-10-2020,188,6,310
07-11-2020,192,6,308
07-12-2020,195,6,306
07-13-2020,197,6,299
07-14-2020,198,7,294
07-15-2020,201,7,290
07-16-2020,202,7,285
07-17-2020,204,7,279
07-18-2020,206,7,277
07-19-2020,208,7,275
07-20-2020,210,7,269
07-21-2020,212,7,264
07-22-2020,214,7,261
07-23-2020,214,7,256
07-24-2020,213,7,253
07-25-2020,212,7,251
07-26-2020,210,7,246
07-27-2020,209,7,243
07-28-2020,205,7,240
07-29-2020,200,7,236
07-30-2020,197,7,234
07-31-2020,196,7,230
08-01-2020,194,7,227
08-02-2020,193,7,222
08-03-2020,191,7,220
08-04-2020,191,7,217
08-05-2020,189,7,215
08-06-2020,186,7,211
08-07-2020,181,7,209
08-08-2020,180,7,204
