date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-05-2020,96.5,,,,,,,,2953,,,actual
12-12-2020,89.83,,,,,,,,1760,,,actual
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,84.38,1753,1709,1819,83.77,85.28,1753 [1709 - 1819],84.38% [83.77% - 85.28%],784,674,945,projected
01-02-2021,85.74,2224,2126,2338,84.2,87.53,2224 [2126 - 2338],85.74% [84.2% - 87.53%],1028,751,1348,projected
01-09-2021,87.06,2790,2645,2987,84.79,90.15,2790 [2645 - 2987],87.06% [84.79% - 90.15%],1263,857,1816,projected
01-16-2021,88.45,3357,3153,3686,85.17,93.64,3357 [3153 - 3686],88.45% [85.17% - 93.64%],1512,926,2442,projected
01-23-2021,89.76,3928,3658,4413,85.4,97.49,3928 [3658 - 4413],89.76% [85.4% - 97.49%],1746,966,3130,projected
01-30-2021,90.67,4363,4039,5008,85.37,101.11,4363 [4039 - 5008],90.67% [85.37% - 101.11%],1910,962,3778,projected
02-06-2021,91.17,4629,4268,5391,85.24,103.67,4629 [4268 - 5391],91.17% [85.24% - 103.67%],2000,938,4237,projected
