date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,107.33,2727,2643,2796,105.48,109.44,2727 [2643 - 2796],107.33% [105.48% - 109.44%],4892,4560,5270,projected
01-16-2021,108.22,2696,2582,2838,103.92,113.04,2696 [2582 - 2838],108.22% [103.92% - 113.04%],5051,4281,5914,projected
01-23-2021,108.09,2526,2401,2679,102.37,114.6,2526 [2401 - 2679],108.09% [102.37% - 114.6%],5027,4003,6192,projected
01-30-2021,106.79,2419,2277,2614,98.9,116.3,2419 [2277 - 2614],106.79% [98.9% - 116.3%],4794,3382,6497,projected
02-06-2021,105.42,2272,2118,2508,96.36,117.34,2272 [2118 - 2508],105.42% [96.36% - 117.34%],4549,2929,6683,projected
02-13-2021,104.05,2149,1984,2404,93.78,119.0,2149 [1984 - 2404],104.05% [93.78% - 119.0%],4305,2467,6981,projected
02-20-2021,102.62,1984,1810,2258,91.38,119.88,1984 [1810 - 2258],102.62% [91.38% - 119.88%],4049,2037,7137,projected
