date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,84.08,848,815,902,83.13,85.33,848 [815 - 902],84.08% [83.13% - 85.33%],731,561,954,projected
04-17-2021,84.06,819,776,907,82.98,85.67,819 [776 - 907],84.06% [82.98% - 85.67%],727,533,1015,projected
04-24-2021,83.95,819,773,929,82.61,86.78,819 [773 - 929],83.95% [82.61% - 86.78%],707,468,1213,projected
05-01-2021,83.88,792,739,924,82.42,87.3,792 [739 - 924],83.88% [82.42% - 87.3%],694,434,1307,projected
05-08-2021,83.75,767,709,918,82.08,88.03,767 [709 - 918],83.75% [82.08% - 88.03%],672,373,1437,projected
05-15-2021,83.61,712,653,883,81.79,88.56,712 [653 - 883],83.61% [81.79% - 88.56%],646,320,1532,projected
05-22-2021,83.33,653,592,824,81.45,88.83,653 [592 - 824],83.33% [81.45% - 88.83%],596,259,1580,projected
