region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,88.08,1089,1024,1154,85.57,91.02,1089 [1024 - 1154],88.08% [85.57% - 91.02%],682,470,931,01-26-2021,projected
2,AL- DOTHAN,86.02,140,134,148,84.74,87.61,140 [134 - 148],86.02% [84.74% - 87.61%],80,63,101,01-26-2021,projected
5,AL- HUNTSVILLE,84.79,142,135,149,83.78,86.22,142 [135 - 149],84.79% [83.78% - 86.22%],90,71,117,01-26-2021,projected
6,AL- MOBILE,87.49,371,356,392,85.85,89.45,371 [356 - 392],87.49% [85.85% - 89.45%],214,167,270,01-26-2021,projected
7,AL- MONTGOMERY,94.42,385,364,419,89.18,102.32,385 [364 - 419],94.42% [89.18% - 102.32%],223,142,345,01-26-2021,projected
9,AL- TUSCALOOSA,86.71,109,103,119,84.51,89.12,109 [103 - 119],86.71% [84.51% - 89.12%],67,45,91,01-26-2021,projected
11,AZ- MESA,94.8,464,441,495,90.81,99.34,464 [441 - 495],94.8% [90.81% - 99.34%],293,214,383,01-26-2021,projected
12,AZ- PHOENIX,88.67,1010,962,1073,86.4,91.35,1010 [962 - 1073],88.67% [86.4% - 91.35%],657,485,860,01-26-2021,projected
14,AZ- SUN CITY,84.69,55,52,59,83.46,86.05,55 [52 - 59],84.69% [83.46% - 86.05%],38,28,49,01-26-2021,projected
15,AZ- TUCSON,96.76,735,694,799,91.97,103.34,735 [694 - 799],96.76% [91.97% - 103.34%],423,302,589,01-26-2021,projected
16,AR- FORT SMITH,85.78,120,114,126,84.22,87.34,120 [114 - 126],85.78% [84.22% - 87.34%],74,54,94,01-26-2021,projected
18,AR- JONESBORO,83.65,46,44,49,82.65,84.2,46 [44 - 49],83.65% [82.65% - 84.2%],33,24,38,01-26-2021,projected
19,AR- LITTLE ROCK,84.28,403,385,425,83.22,85.46,403 [385 - 425],84.28% [83.22% - 85.46%],247,186,315,01-26-2021,projected
21,AR- SPRINGDALE,91.73,213,204,226,88.7,95.04,213 [204 - 226],91.73% [88.7% - 95.04%],124,92,159,01-26-2021,projected
22,AR- TEXARKANA,84.9,84,80,89,83.37,86.63,84 [80 - 89],84.9% [83.37% - 86.63%],48,33,65,01-26-2021,projected
23,CA- ORANGE CO.,86.22,762,730,798,84.67,87.78,762 [730 - 798],86.22% [84.67% - 87.78%],476,357,595,01-26-2021,projected
25,CA- BAKERSFIELD,84.84,284,271,298,83.62,86.11,284 [271 - 298],84.84% [83.62% - 86.11%],175,131,221,01-26-2021,projected
31,CA- CHICO,83.44,38,35,40,82.5,84.22,38 [35 - 40],83.44% [82.5% - 84.22%],22,16,27,01-26-2021,projected
33,CA- CONTRA COSTA CO.,83.89,119,113,126,82.85,84.89,119 [113 - 126],83.89% [82.85% - 84.89%],78,57,98,01-26-2021,projected
43,CA- FRESNO,86.88,245,234,256,85.17,88.59,245 [234 - 256],86.88% [85.17% - 88.59%],157,118,196,01-26-2021,projected
56,CA- LOS ANGELES,88.68,3528,3340,3716,85.9,91.41,3528 [3340 - 3716],88.68% [85.9% - 91.41%],2153,1463,2830,01-26-2021,projected
