date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,81.04,374,357,387,80.93,81.15,374 [357 - 387],81.04% [80.93% - 81.15%],186,166,205,projected
05-22-2021,80.77,264,248,280,80.56,80.94,264 [248 - 280],80.77% [80.56% - 80.94%],138,101,169,projected
05-29-2021,80.57,210,195,225,80.38,80.74,210 [195 - 225],80.57% [80.38% - 80.74%],102,68,133,projected
06-05-2021,80.46,186,170,202,80.25,80.68,186 [170 - 202],80.46% [80.25% - 80.68%],82,44,121,projected
06-12-2021,80.4,148,132,168,80.17,80.65,148 [132 - 168],80.4% [80.17% - 80.65%],71,31,116,projected
06-19-2021,80.34,124,109,149,80.09,80.6,124 [109 - 149],80.34% [80.09% - 80.6%],61,17,108,projected
06-26-2021,80.31,112,99,138,80.05,80.65,112 [99 - 138],80.31% [80.05% - 80.65%],55,9,117,projected
