region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.76,92,88,98,80.57,80.98,92 [88 - 98],80.76% [80.57% - 80.98%],64,48,83,03-31-2021,projected
2,AL- DOTHAN,80.23,7,6,9,80.23,80.3,7 [6 - 9],80.23% [80.23% - 80.3%],3,3,4,03-31-2021,projected
5,AL- HUNTSVILLE,80.96,28,26,29,80.9,81.12,28 [26 - 29],80.96% [80.9% - 81.12%],18,17,21,03-31-2021,projected
6,AL- MOBILE,80.74,31,29,33,80.63,80.81,31 [29 - 33],80.74% [80.63% - 80.81%],21,18,23,03-31-2021,projected
7,AL- MONTGOMERY,81.55,41,39,43,81.23,81.75,41 [39 - 43],81.55% [81.23% - 81.75%],24,19,27,03-31-2021,projected
9,AL- TUSCALOOSA,81.0,14,14,15,81.0,81.3,14 [14 - 15],81.0% [81.0% - 81.3%],10,10,13,03-31-2021,projected
11,AZ- MESA,81.77,56,54,59,81.52,82.12,56 [54 - 59],81.77% [81.52% - 82.12%],35,30,42,03-31-2021,projected
12,AZ- PHOENIX,80.98,113,109,119,80.82,81.17,113 [109 - 119],80.98% [80.82% - 81.17%],74,62,89,03-31-2021,projected
14,AZ- SUN CITY,80.37,7,7,7,80.37,80.49,7 [7 - 7],80.37% [80.37% - 80.49%],3,3,4,03-31-2021,projected
15,AZ- TUCSON,81.27,45,43,48,80.99,81.51,45 [43 - 48],81.27% [80.99% - 81.51%],32,25,38,03-31-2021,projected
16,AR- FORT SMITH,80.23,7,7,8,80.23,80.47,7 [7 - 8],80.23% [80.23% - 80.47%],3,3,6,03-31-2021,projected
18,AR- JONESBORO,80.0,0,0,1,80.0,80.33,0 [0 - 1],80.0% [80.0% - 80.33%],0,0,3,03-31-2021,projected
19,AR- LITTLE ROCK,80.28,27,25,31,80.24,80.57,27 [25 - 31],80.28% [80.24% - 80.57%],16,14,33,03-31-2021,projected
21,AR- SPRINGDALE,81.42,23,22,24,81.14,81.51,23 [22 - 24],81.42% [81.14% - 81.51%],15,12,16,03-31-2021,projected
22,AR- TEXARKANA,80.61,7,6,8,80.0,80.92,7 [6 - 8],80.61% [80.0% - 80.92%],6,0,9,03-31-2021,projected
23,CA- ORANGE CO.,80.6,73,70,77,80.48,80.72,73 [70 - 77],80.6% [80.48% - 80.72%],46,37,55,03-31-2021,projected
25,CA- BAKERSFIELD,80.69,37,36,38,80.58,80.8,37 [36 - 38],80.69% [80.58% - 80.8%],25,21,29,03-31-2021,projected
31,CA- CHICO,81.72,17,16,19,81.41,81.72,17 [16 - 19],81.72% [81.41% - 81.72%],11,9,11,03-31-2021,projected
33,CA- CONTRA COSTA CO.,81.4,45,44,47,81.15,81.7,45 [44 - 47],81.4% [81.15% - 81.7%],28,23,34,03-31-2021,projected
43,CA- FRESNO,81.88,71,68,74,81.53,82.06,71 [68 - 74],81.88% [81.53% - 82.06%],43,35,47,03-31-2021,projected
56,CA- LOS ANGELES,80.48,173,166,182,80.37,80.59,173 [166 - 182],80.48% [80.37% - 80.59%],119,93,147,03-31-2021,projected
58,CA- MODESTO,82.21,59,56,62,81.8,82.68,59 [56 - 62],82.21% [81.8% - 82.68%],38,31,46,03-31-2021,projected
62,CA- NAPA,81.2,14,14,16,81.2,82.58,14 [14 - 16],81.2% [81.2% - 82.58%],7,7,15,03-31-2021,projected
65,CA- ALAMEDA CO.,80.62,35,33,37,80.5,80.86,35 [33 - 37],80.62% [80.5% - 80.86%],21,17,29,03-31-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.47,7,7,8,80.38,80.57,7 [7 - 8],80.47% [80.38% - 80.57%],5,4,6,03-31-2021,projected
73,CA- REDDING,81.85,35,33,38,81.11,82.87,35 [33 - 38],81.85% [81.11% - 82.87%],20,12,31,03-31-2021,projected
77,CA- SACRAMENTO,82.07,169,162,177,81.78,82.36,169 [162 - 177],82.07% [81.78% - 82.36%],99,85,113,03-31-2021,projected
78,CA- SALINAS,81.01,14,13,15,81.01,81.01,14 [13 - 15],81.01% [81.01% - 81.01%],8,8,8,03-31-2021,projected
79,CA- SAN BERNARDINO,80.9,79,76,84,80.74,81.11,79 [76 - 84],80.9% [80.74% - 81.11%],52,43,64,03-31-2021,projected
80,CA- SAN DIEGO,81.48,170,164,177,81.25,81.73,170 [164 - 177],81.48% [81.25% - 81.73%],104,88,122,03-31-2021,projected
81,CA- SAN FRANCISCO,80.49,35,34,38,80.37,80.63,35 [34 - 38],80.49% [80.37% - 80.63%],25,19,32,03-31-2021,projected
82,CA- SAN JOSE,80.83,40,38,42,80.69,81.09,40 [38 - 42],80.83% [80.69% - 81.09%],25,21,33,03-31-2021,projected
83,CA- SAN LUIS OBISPO,82.41,16,15,17,81.54,82.41,16 [15 - 17],82.41% [81.54% - 82.41%],11,7,11,03-31-2021,projected
85,CA- SAN MATEO CO.,80.52,21,20,23,80.33,80.67,21 [20 - 23],80.52% [80.33% - 80.67%],14,9,18,03-31-2021,projected
86,CA- SANTA BARBARA,80.93,14,13,15,80.83,81.35,14 [13 - 15],80.93% [80.83% - 81.35%],9,8,13,03-31-2021,projected
87,CA- SANTA CRUZ,81.39,7,7,8,81.11,82.23,7 [7 - 8],81.39% [81.11% - 82.23%],5,4,8,03-31-2021,projected
89,CA- SANTA ROSA,80.43,14,13,15,80.43,80.64,14 [13 - 15],80.43% [80.43% - 80.64%],8,8,12,03-31-2021,projected
91,CA- STOCKTON,83.95,74,70,77,83.39,84.89,74 [70 - 77],83.95% [83.39% - 84.89%],42,36,52,03-31-2021,projected
96,CA- VENTURA,81.02,27,26,29,80.83,81.27,27 [26 - 29],81.02% [80.83% - 81.27%],16,13,20,03-31-2021,projected
101,CO- BOULDER,83.37,28,27,30,82.95,84.0,28 [27 - 30],83.37% [82.95% - 84.0%],16,14,19,03-31-2021,projected
102,CO- COLORADO SPRINGS,84.35,77,75,81,83.67,85.02,77 [75 - 81],84.35% [83.67% - 85.02%],45,38,52,03-31-2021,projected
103,CO- DENVER,83.35,275,266,289,82.57,84.42,275 [266 - 289],83.35% [82.57% - 84.42%],160,123,211,03-31-2021,projected
104,CO- FORT COLLINS,83.6,40,38,43,82.66,84.85,40 [38 - 43],83.6% [82.66% - 84.85%],23,17,31,03-31-2021,projected
