date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
12-06-2020,103,102,106
12-07-2020,107,104,110
12-08-2020,102,101,104
12-09-2020,97,94,99
12-10-2020,104,103,107
12-11-2020,107,103,109
12-12-2020,106,104,107
12-13-2020,105,104,110
12-14-2020,109,106,113
12-15-2020,105,102,108
12-16-2020,104,102,105
12-17-2020,104,103,106
12-18-2020,104,102,108
12-19-2020,105,101,109
12-20-2020,106,101,112
12-21-2020,107,100,115
12-22-2020,108,100,116
12-23-2020,107,100,118
12-24-2020,107,98,122
12-25-2020,106,85,124
12-26-2020,106,85,124
12-27-2020,103,81,127
12-28-2020,103,81,130
12-29-2020,101,77,132
12-30-2020,102,77,135
12-31-2020,99,77,137
01-01-2021,99,75,138
01-02-2021,97,75,124
01-03-2021,96,74,126
01-04-2021,96,73,128
01-05-2021,95,73,129
01-06-2021,95,72,130
01-07-2021,96,71,132
01-08-2021,96,69,134
01-09-2021,96,68,135
01-10-2021,96,67,137
01-11-2021,96,67,137
01-12-2021,96,65,137
01-13-2021,97,64,138
01-14-2021,96,63,141
01-15-2021,95,60,143
01-16-2021,94,61,143
01-17-2021,95,59,144
01-18-2021,95,57,144
01-19-2021,95,56,147
01-20-2021,94,56,148
01-21-2021,94,55,148
01-22-2021,94,53,150
01-23-2021,94,52,152
01-24-2021,94,52,153
01-25-2021,94,52,154
01-26-2021,94,51,155
01-27-2021,93,51,156
01-28-2021,92,50,156
01-29-2021,92,50,157
01-30-2021,91,49,157
01-31-2021,91,49,158
02-01-2021,89,46,159
02-02-2021,89,45,159
02-03-2021,87,44,158
02-04-2021,87,44,158
02-05-2021,87,42,158
02-06-2021,86,42,159
