date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,80.69,374,357,387,80.6,80.75,374 [357 - 387],80.69% [80.6% - 80.75%],123,108,134,projected
05-22-2021,80.49,264,248,280,80.37,80.63,264 [248 - 280],80.49% [80.37% - 80.63%],88,66,112,projected
05-29-2021,80.38,210,195,225,80.25,80.5,210 [195 - 225],80.38% [80.25% - 80.5%],68,44,90,projected
06-05-2021,80.31,186,170,202,80.13,80.44,186 [170 - 202],80.31% [80.13% - 80.44%],55,24,78,projected
06-12-2021,80.26,148,132,168,80.11,80.43,148 [132 - 168],80.26% [80.11% - 80.43%],46,19,77,projected
06-19-2021,80.22,124,109,149,80.06,80.4,124 [109 - 149],80.22% [80.06% - 80.4%],40,10,72,projected
06-26-2021,80.2,112,99,138,80.03,80.45,112 [99 - 138],80.2% [80.03% - 80.45%],35,5,80,projected
