date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,107.68,2526,2473,2589,105.92,109.67,2526 [2473 - 2589],107.68% [105.92% - 109.67%],4954,4640,5310,projected
02-06-2021,109.18,2703,2594,2836,104.57,114.89,2703 [2594 - 2836],109.18% [104.57% - 114.89%],5223,4397,6244,projected
02-13-2021,111.67,2971,2813,3189,103.16,122.78,2971 [2813 - 3189],111.67% [103.16% - 122.78%],5668,4146,7656,projected
02-20-2021,114.39,3191,2993,3523,102.0,132.5,3191 [2993 - 3523],114.39% [102.0% - 132.5%],6156,3938,9397,projected
02-27-2021,116.44,3332,3094,3785,100.72,143.28,3332 [3094 - 3785],116.44% [100.72% - 143.28%],6522,3709,11326,projected
03-06-2021,117.5,3377,3115,3929,99.03,153.25,3377 [3115 - 3929],117.5% [99.03% - 153.25%],6711,3406,13110,projected
03-13-2021,117.54,3285,3008,3894,98.47,155.61,3285 [3008 - 3894],117.54% [98.47% - 155.61%],6719,3306,13533,projected
