HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,83,2162,2153,2162,01-22-2020
2,AL- DOTHAN,80,0,0,0,01-22-2020
5,AL- HUNTSVILLE,81,252,252,252,01-22-2020
6,AL- MOBILE,82,534,533,534,01-22-2020
7,AL- MONTGOMERY,81,170,169,170,01-22-2020
9,AL- TUSCALOOSA,83,199,199,199,01-22-2020
11,AZ- MESA,90,1382,1380,1382,01-22-2020
12,AZ- PHOENIX,86,3159,3157,3159,01-22-2020
14,AZ- SUN CITY,84,232,232,232,01-22-2020
15,AZ- TUCSON,83,528,528,528,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,0,0,0,01-22-2020
19,AR- LITTLE ROCK,81,726,725,726,01-22-2020
21,AR- SPRINGDALE,81,87,87,87,01-22-2020
22,AR- TEXARKANA,80,0,0,0,01-22-2020
23,CA- ORANGE CO.,86,3573,3570,3573,01-22-2020
25,CA- BAKERSFIELD,82,542,541,542,01-22-2020
31,CA- CHICO,81,78,78,78,01-22-2020
33,CA- CONTRA COSTA CO.,103,3247,3245,3247,01-22-2020
43,CA- FRESNO,83,622,622,622,01-22-2020
56,CA- LOS ANGELES,86,10626,10615,10626,01-22-2020
58,CA- MODESTO,91,1357,1356,1357,01-22-2020
62,CA- NAPA,91,483,483,483,01-22-2020
65,CA- ALAMEDA CO.,101,5003,4997,5003,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,84,313,313,313,01-22-2020
73,CA- REDDING,84,343,343,343,01-22-2020
77,CA- SACRAMENTO,93,4292,4288,4292,01-22-2020
78,CA- SALINAS,93,739,739,739,01-22-2020
79,CA- SAN BERNARDINO,87,2950,2946,2950,01-22-2020
80,CA- SAN DIEGO,89,4660,4655,4660,01-22-2020
81,CA- SAN FRANCISCO,92,4414,4409,4415,01-22-2020
82,CA- SAN JOSE,108,6026,6021,6027,01-22-2020
83,CA- SAN LUIS OBISPO,90,329,329,329,01-22-2020
85,CA- SAN MATEO CO.,95,2865,2862,2865,01-22-2020
86,CA- SANTA BARBARA,86,438,438,438,01-22-2020
87,CA- SANTA CRUZ,109,734,734,734,01-22-2020
89,CA- SANTA ROSA,88,1148,1148,1148,01-22-2020
91,CA- STOCKTON,97,1261,1260,1261,01-22-2020
96,CA- VENTURA,88,897,897,897,01-22-2020
101,CO- BOULDER,94,483,483,483,01-22-2020
102,CO- COLORADO SPRINGS,89,709,709,709,01-22-2020
103,CO- DENVER,93,4500,4500,4500,01-22-2020
104,CO- FORT COLLINS,88,365,365,365,01-22-2020
105,CO- GRAND JUNCTION,95,853,853,854,01-22-2020
106,CO- GREELEY,87,428,428,428,01-22-2020
107,CO- PUEBLO,81,77,77,77,01-22-2020
110,CT- HARTFORD,91,2520,2517,2520,01-22-2020
111,CT- NEW HAVEN,99,5176,5173,5176,01-22-2020
112,DE- WILMINGTON,87,987,987,987,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,86,322,322,322,01-22-2020
116,FL- CLEARWATER,83,425,425,425,01-22-2020
118,FL- FORT LAUDERDALE,86,3834,3829,3834,01-22-2020
119,FL- FORT MYERS,85,1308,1307,1308,01-22-2020
120,FL- GAINESVILLE,82,364,364,364,01-22-2020
122,FL- HUDSON,84,345,345,345,01-22-2020
123,FL- JACKSONVILLE,83,1068,1067,1068,01-22-2020
124,FL- LAKELAND,84,305,305,305,01-22-2020
127,FL- MIAMI,86,4834,4830,4834,01-22-2020
129,FL- OCALA,83,328,328,328,01-22-2020
130,FL- ORLANDO,84,2844,2843,2844,01-22-2020
131,FL- ORMOND BEACH,82,327,327,327,01-22-2020
133,FL- PANAMA CITY,81,42,42,42,01-22-2020
134,FL- PENSACOLA,83,488,488,488,01-22-2020
