HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,85,2789,2780,2789,01-22-2020
2,AL- DOTHAN,80,6,6,6,01-22-2020
5,AL- HUNTSVILLE,83,373,373,373,01-22-2020
6,AL- MOBILE,84,765,764,765,01-22-2020
7,AL- MONTGOMERY,83,316,315,316,01-22-2020
9,AL- TUSCALOOSA,84,269,269,269,01-22-2020
11,AZ- MESA,94,1736,1734,1736,01-22-2020
12,AZ- PHOENIX,88,4020,4016,4020,01-22-2020
14,AZ- SUN CITY,86,292,292,292,01-22-2020
15,AZ- TUCSON,84,706,705,706,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,9,9,9,01-22-2020
19,AR- LITTLE ROCK,82,921,918,921,01-22-2020
21,AR- SPRINGDALE,81,105,105,105,01-22-2020
22,AR- TEXARKANA,80,1,1,1,01-22-2020
23,CA- ORANGE CO.,89,4424,4419,4424,01-22-2020
25,CA- BAKERSFIELD,83,705,705,705,01-22-2020
31,CA- CHICO,84,147,147,147,01-22-2020
33,CA- CONTRA COSTA CO.,110,3775,3771,3775,01-22-2020
43,CA- FRESNO,85,783,782,783,01-22-2020
56,CA- LOS ANGELES,88,13050,13035,13050,01-22-2020
58,CA- MODESTO,96,1670,1669,1670,01-22-2020
62,CA- NAPA,96,577,577,577,01-22-2020
65,CA- ALAMEDA CO.,107,5771,5764,5771,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,86,396,396,396,01-22-2020
73,CA- REDDING,86,438,438,438,01-22-2020
77,CA- SACRAMENTO,98,5250,5244,5250,01-22-2020
78,CA- SALINAS,99,913,913,913,01-22-2020
79,CA- SAN BERNARDINO,90,3743,3740,3744,01-22-2020
80,CA- SAN DIEGO,93,5684,5678,5684,01-22-2020
81,CA- SAN FRANCISCO,96,5079,5072,5079,01-22-2020
82,CA- SAN JOSE,115,6777,6769,6779,01-22-2020
83,CA- SAN LUIS OBISPO,93,384,384,384,01-22-2020
85,CA- SAN MATEO CO.,99,3239,3237,3240,01-22-2020
86,CA- SANTA BARBARA,89,549,549,549,01-22-2020
87,CA- SANTA CRUZ,119,862,862,862,01-22-2020
89,CA- SANTA ROSA,92,1380,1378,1380,01-22-2020
91,CA- STOCKTON,103,1526,1523,1526,01-22-2020
96,CA- VENTURA,91,1117,1116,1117,01-22-2020
101,CO- BOULDER,99,573,573,573,01-22-2020
102,CO- COLORADO SPRINGS,95,927,927,928,01-22-2020
103,CO- DENVER,98,5417,5414,5418,01-22-2020
104,CO- FORT COLLINS,91,453,453,454,01-22-2020
105,CO- GRAND JUNCTION,99,948,947,949,01-22-2020
106,CO- GREELEY,91,544,544,544,01-22-2020
107,CO- PUEBLO,82,99,99,99,01-22-2020
110,CT- HARTFORD,96,3233,3228,3233,01-22-2020
111,CT- NEW HAVEN,105,5958,5955,5958,01-22-2020
112,DE- WILMINGTON,90,1201,1201,1201,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,88,382,382,382,01-22-2020
116,FL- CLEARWATER,85,533,533,533,01-22-2020
118,FL- FORT LAUDERDALE,89,4739,4735,4740,01-22-2020
119,FL- FORT MYERS,87,1662,1661,1662,01-22-2020
120,FL- GAINESVILLE,84,478,478,478,01-22-2020
122,FL- HUDSON,85,456,456,456,01-22-2020
123,FL- JACKSONVILLE,84,1372,1370,1372,01-22-2020
124,FL- LAKELAND,86,394,394,394,01-22-2020
127,FL- MIAMI,89,5871,5868,5872,01-22-2020
129,FL- OCALA,85,448,448,448,01-22-2020
130,FL- ORLANDO,85,3622,3618,3622,01-22-2020
131,FL- ORMOND BEACH,84,403,403,403,01-22-2020
133,FL- PANAMA CITY,81,79,79,79,01-22-2020
134,FL- PENSACOLA,84,609,609,609,01-22-2020
137,FL- SARASOTA,85,448,448,448,01-22-2020
139,FL- ST PETERSBURG,84,432,432,432,01-22-2020
140,FL- TALLAHASSEE,83,463,461,463,01-22-2020
141,FL- TAMPA,86,1589,1588,1589,01-22-2020
142,GA- ALBANY,96,1083,1083,1083,01-22-2020
144,GA- ATLANTA,101,15313,15296,15313,01-22-2020
145,GA- AUGUSTA,83,471,471,471,01-22-2020
146,GA- COLUMBUS,85,386,386,386,01-22-2020
147,GA- MACON,83,414,413,414,01-22-2020
148,GA- ROME,97,765,765,765,01-22-2020
149,GA- SAVANNAH,83,443,443,443,01-22-2020
154,IL- AURORA,100,646,646,646,01-22-2020
155,IL- BLUE ISLAND,90,1606,1605,1606,01-22-2020
156,IL- CHICAGO,90,5378,5375,5379,01-22-2020
158,IL- ELGIN,103,1566,1566,1566,01-22-2020
161,IL- EVANSTON,94,2145,2144,2145,01-22-2020
163,IL- HINSDALE,95,1008,1008,1008,01-22-2020
164,IL- JOLIET,97,1387,1386,1387,01-22-2020
166,IL- MELROSE PARK,94,2816,2815,2816,01-22-2020
170,IL- PEORIA,82,279,279,279,01-22-2020
171,IL- ROCKFORD,89,828,828,829,01-22-2020
172,IL- SPRINGFIELD,80,124,124,124,01-22-2020
173,IL- URBANA,81,90,90,90,01-22-2020
175,IL- BLOOMINGTON,88,125,125,125,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,01-22-2020
181,IN- GARY,80,27,27,27,01-22-2020
183,IN- INDIANAPOLIS,80,72,72,72,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,01-22-2020
185,IN- MUNCIE,80,0,0,0,01-22-2020
186,IN- MUNSTER,82,149,149,149,01-22-2020
187,IN- SOUTH BEND,80,35,35,35,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,01-22-2020
191,IA- DAVENPORT,81,162,162,162,01-22-2020
192,IA- DES MOINES,82,480,480,480,01-22-2020
193,IA- DUBUQUE,84,143,143,143,01-22-2020
194,IA- IOWA CITY,83,387,387,387,01-22-2020
195,IA- MASON CITY,80,0,0,0,01-22-2020
196,IA- SIOUX CITY,81,90,90,90,01-22-2020
197,IA- WATERLOO,82,91,91,91,01-22-2020
200,KS- TOPEKA,82,262,262,262,01-22-2020
201,KS- WICHITA,81,328,328,328,01-22-2020
203,KY- COVINGTON,90,738,738,738,01-22-2020
204,KY- LEXINGTON,87,2159,2159,2159,01-22-2020
205,KY- LOUISVILLE,87,2143,2140,2143,01-22-2020
207,KY- OWENSBORO,84,89,89,89,01-22-2020
208,KY- PADUCAH,80,0,0,0,01-22-2020
