date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,83.4,264,248,280,82.87,83.86,264 [248 - 280],83.4% [82.87% - 83.86%],609,513,691,projected
05-29-2021,82.49,210,195,225,81.8,83.1,210 [195 - 225],82.49% [81.8% - 83.1%],445,323,555,projected
06-05-2021,81.92,186,170,202,81.21,82.6,186 [170 - 202],81.92% [81.21% - 82.6%],343,217,465,projected
06-12-2021,81.62,148,132,168,80.8,82.43,148 [132 - 168],81.62% [80.8% - 82.43%],290,144,435,projected
06-19-2021,81.37,124,109,149,80.53,82.31,124 [109 - 149],81.37% [80.53% - 82.31%],245,94,414,projected
06-26-2021,81.18,112,99,138,80.27,82.29,112 [99 - 138],81.18% [80.27% - 82.29%],212,49,410,projected
07-03-2021,81.07,103,91,131,80.21,82.45,103 [91 - 131],81.07% [80.21% - 82.45%],192,38,438,projected
