date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-10-2021,82,79,82
01-11-2021,83,81,84
01-12-2021,83,81,84
01-13-2021,87,85,88
01-14-2021,109,106,111
01-15-2021,114,112,115
01-16-2021,115,114,116
01-17-2021,114,113,116
01-18-2021,109,107,111
01-19-2021,105,104,107
01-20-2021,101,100,102
01-21-2021,103,101,105
01-22-2021,104,102,108
01-23-2021,105,101,111
01-24-2021,107,102,114
01-25-2021,108,101,116
01-26-2021,109,100,118
01-27-2021,109,98,119
01-28-2021,110,98,122
01-29-2021,111,98,125
01-30-2021,111,96,128
01-31-2021,111,95,130
02-01-2021,112,93,133
02-02-2021,113,91,136
02-03-2021,114,90,139
02-04-2021,112,88,143
02-05-2021,113,88,146
02-06-2021,114,87,148
02-07-2021,114,86,151
02-08-2021,114,84,154
02-09-2021,115,83,157
02-10-2021,116,82,160
02-11-2021,116,80,162
02-12-2021,116,79,165
02-13-2021,116,77,168
02-14-2021,117,76,171
02-15-2021,117,74,173
02-16-2021,116,74,175
02-17-2021,116,72,178
02-18-2021,116,70,179
02-19-2021,115,68,181
02-20-2021,115,67,183
02-21-2021,113,66,185
02-22-2021,112,64,186
02-23-2021,110,62,185
02-24-2021,109,61,186
02-25-2021,107,59,186
02-26-2021,104,56,186
02-27-2021,103,54,186
02-28-2021,102,52,185
03-01-2021,99,50,185
03-02-2021,97,49,183
03-03-2021,95,47,182
03-04-2021,93,45,181
03-05-2021,91,42,178
03-06-2021,88,41,175
03-07-2021,86,39,173
03-08-2021,82,38,170
03-09-2021,80,36,167
03-10-2021,79,35,164
03-11-2021,76,34,161
03-12-2021,74,32,158
03-13-2021,72,30,154
