date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
12-27-2020,48,46,49
12-28-2020,47,46,49
12-29-2020,51,50,52
12-30-2020,53,53,55
12-31-2020,59,59,61
01-01-2021,65,65,67
01-02-2021,67,67,68
01-03-2021,70,69,72
01-04-2021,73,71,76
01-05-2021,74,73,74
01-06-2021,82,81,83
01-07-2021,83,82,85
01-08-2021,86,83,89
01-09-2021,89,84,93
01-10-2021,91,87,95
01-11-2021,93,88,100
01-12-2021,96,89,106
01-13-2021,98,88,109
01-14-2021,101,89,115
01-15-2021,103,89,119
01-16-2021,106,89,125
01-17-2021,107,89,130
01-18-2021,108,89,133
01-19-2021,109,89,139
01-20-2021,110,88,144
01-21-2021,110,86,148
01-22-2021,113,87,154
01-23-2021,116,87,157
01-24-2021,118,88,164
01-25-2021,119,88,169
01-26-2021,121,88,174
01-27-2021,122,89,179
01-28-2021,123,88,185
01-29-2021,126,88,189
01-30-2021,125,86,194
01-31-2021,126,85,197
02-01-2021,128,85,202
02-02-2021,128,84,206
02-03-2021,129,83,210
02-04-2021,130,82,214
02-05-2021,129,81,217
02-06-2021,130,80,218
02-07-2021,129,80,219
02-08-2021,128,79,221
02-09-2021,127,76,222
02-10-2021,126,75,224
02-11-2021,124,73,226
02-12-2021,122,73,227
02-13-2021,121,70,226
02-14-2021,120,68,225
02-15-2021,117,66,224
02-16-2021,116,65,223
02-17-2021,114,64,221
02-18-2021,112,60,219
02-19-2021,110,58,215
02-20-2021,108,55,213
02-21-2021,104,53,209
02-22-2021,101,52,207
02-23-2021,99,50,203
02-24-2021,98,48,200
02-25-2021,94,47,196
02-26-2021,91,45,191
02-27-2021,88,43,186
