date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-03-2021,54,53,55
01-04-2021,53,53,54
01-05-2021,55,53,56
01-06-2021,55,54,56
01-07-2021,57,56,59
01-08-2021,60,59,60
01-09-2021,58,58,59
01-10-2021,55,55,56
01-11-2021,55,53,55
01-12-2021,56,54,56
01-13-2021,58,57,59
01-14-2021,70,68,72
01-15-2021,74,74,75
01-16-2021,75,74,79
01-17-2021,77,74,81
01-18-2021,80,76,85
01-19-2021,80,76,88
01-20-2021,82,76,91
01-21-2021,84,77,95
01-22-2021,85,76,97
01-23-2021,88,75,100
01-24-2021,89,75,103
01-25-2021,90,74,106
01-26-2021,89,74,109
01-27-2021,89,73,112
01-28-2021,90,72,115
01-29-2021,90,70,117
01-30-2021,90,68,119
01-31-2021,92,68,121
02-01-2021,94,67,125
02-02-2021,93,65,128
02-03-2021,94,65,130
02-04-2021,95,64,134
02-05-2021,95,63,136
02-06-2021,96,62,140
02-07-2021,97,61,143
02-08-2021,98,60,145
02-09-2021,99,58,148
02-10-2021,99,57,150
02-11-2021,97,56,152
02-12-2021,96,54,154
02-13-2021,95,53,155
02-14-2021,95,52,156
02-15-2021,94,51,157
02-16-2021,92,50,158
02-17-2021,90,47,157
02-18-2021,89,45,157
02-19-2021,88,45,156
02-20-2021,87,43,156
02-21-2021,85,42,156
02-22-2021,83,38,155
02-23-2021,80,38,153
02-24-2021,78,37,151
02-25-2021,75,37,149
02-26-2021,74,34,147
02-27-2021,73,33,144
02-28-2021,70,30,143
03-01-2021,68,28,141
03-02-2021,65,27,139
03-03-2021,62,26,134
03-04-2021,62,24,132
03-05-2021,60,21,129
03-06-2021,57,20,126
