date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-10-2021,47,46,47
01-11-2021,44,44,45
01-12-2021,41,41,43
01-13-2021,44,43,44
01-14-2021,48,47,48
01-15-2021,49,48,51
01-16-2021,46,45,47
01-17-2021,44,44,44
01-18-2021,44,44,44
01-19-2021,40,40,40
01-20-2021,39,38,40
01-21-2021,40,38,40
01-22-2021,40,37,41
01-23-2021,40,35,41
01-24-2021,39,35,43
01-25-2021,39,35,43
01-26-2021,38,35,43
01-27-2021,39,34,44
01-28-2021,38,34,44
01-29-2021,37,33,45
01-30-2021,39,33,44
01-31-2021,39,32,45
02-01-2021,38,31,46
02-02-2021,39,31,48
02-03-2021,39,31,48
02-04-2021,40,31,50
02-05-2021,40,30,51
02-06-2021,40,29,51
02-07-2021,39,28,52
02-08-2021,40,27,53
02-09-2021,39,27,53
02-10-2021,37,27,54
02-11-2021,37,26,55
02-12-2021,38,25,55
02-13-2021,38,25,55
02-14-2021,38,25,57
02-15-2021,37,24,58
02-16-2021,37,22,58
02-17-2021,37,21,59
02-18-2021,36,19,59
02-19-2021,36,19,60
02-20-2021,34,18,60
02-21-2021,34,18,60
02-22-2021,34,17,60
02-23-2021,32,17,59
02-24-2021,32,15,59
02-25-2021,32,15,58
02-26-2021,31,15,56
02-27-2021,31,13,54
02-28-2021,29,13,54
03-01-2021,29,13,54
03-02-2021,28,12,53
03-03-2021,27,12,52
03-04-2021,26,11,51
03-05-2021,25,11,50
03-06-2021,24,10,49
03-07-2021,22,10,48
03-08-2021,21,9,47
03-09-2021,20,9,46
03-10-2021,19,8,45
03-11-2021,18,8,44
03-12-2021,18,7,42
03-13-2021,17,6,40
