date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
12-27-2020,17,17,17
12-28-2020,18,17,18
12-29-2020,19,19,20
12-30-2020,20,20,20
12-31-2020,20,20,20
01-01-2021,21,20,21
01-02-2021,22,21,22
01-03-2021,22,22,22
01-04-2021,21,20,22
01-05-2021,19,19,20
01-06-2021,20,20,20
01-07-2021,20,20,20
01-08-2021,20,20,20
01-09-2021,20,20,21
01-10-2021,20,20,22
01-11-2021,20,20,22
01-12-2021,20,19,22
01-13-2021,21,19,22
01-14-2021,21,19,23
01-15-2021,21,19,23
01-16-2021,21,19,24
01-17-2021,21,19,25
01-18-2021,21,18,26
01-19-2021,22,18,26
01-20-2021,22,16,27
01-21-2021,22,16,28
01-22-2021,22,16,28
01-23-2021,22,14,28
01-24-2021,22,14,29
01-25-2021,22,14,29
01-26-2021,21,14,30
01-27-2021,21,14,30
01-28-2021,21,13,30
01-29-2021,21,13,31
01-30-2021,21,12,31
01-31-2021,20,12,31
02-01-2021,20,12,31
02-02-2021,20,12,31
02-03-2021,20,12,31
02-04-2021,20,12,32
02-05-2021,19,11,32
02-06-2021,18,11,32
02-07-2021,18,11,32
02-08-2021,17,11,31
02-09-2021,17,10,31
02-10-2021,17,10,31
02-11-2021,17,10,29
02-12-2021,16,10,29
02-13-2021,16,8,28
02-14-2021,15,8,28
02-15-2021,13,8,27
02-16-2021,13,8,26
02-17-2021,13,8,26
02-18-2021,13,7,26
02-19-2021,13,6,25
02-20-2021,12,5,24
02-21-2021,12,5,24
02-22-2021,11,5,24
02-23-2021,10,4,22
02-24-2021,10,4,22
02-25-2021,10,4,21
02-26-2021,10,3,20
02-27-2021,10,2,20
