date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
08-30-2020,3701,3634,3882
08-31-2020,3849,3772,4015
09-01-2020,3797,3725,3984
09-02-2020,3765,3663,3946
09-03-2020,3766,3676,3945
09-04-2020,3772,3674,3988
09-05-2020,3774,3668,4033
09-06-2020,3774,3654,4070
09-07-2020,3786,3608,4128
09-08-2020,3836,3600,4888
09-09-2020,3817,3552,4922
09-10-2020,3909,3553,5120
09-11-2020,3950,3550,5256
09-12-2020,4422,3622,5458
09-13-2020,4462,3619,5618
09-14-2020,4703,3702,5882
09-15-2020,4769,3698,6108
09-16-2020,4952,4269,6369
09-17-2020,5040,4281,6649
09-18-2020,5138,4295,6959
09-19-2020,5254,4317,7246
09-20-2020,5362,4344,7578
09-21-2020,5463,4363,7933
09-22-2020,5532,4378,8282
09-23-2020,5613,4394,8624
09-24-2020,5688,4400,8996
09-25-2020,5766,4403,9322
09-26-2020,5857,4413,9659
09-27-2020,5929,4411,9937
09-28-2020,5977,4414,10201
09-29-2020,6037,4383,10447
09-30-2020,6084,4376,10727
10-01-2020,6102,4358,11027
10-02-2020,6143,4360,11293
10-03-2020,6194,4348,11516
10-04-2020,6207,4327,11664
10-05-2020,6233,4303,11839
10-06-2020,6253,4286,12032
10-07-2020,6283,4268,12183
10-08-2020,6280,4260,12316
10-09-2020,6303,4233,12482
10-10-2020,6322,4194,12675
10-11-2020,6317,4172,12838
10-12-2020,6340,4138,12994
10-13-2020,6341,4121,13122
10-14-2020,6348,4094,13261
10-15-2020,6350,4060,13364
10-16-2020,6334,4015,13465
10-17-2020,6321,3979,13564
10-18-2020,6306,3929,13682
10-19-2020,6295,3883,13786
10-20-2020,6296,3842,13861
10-21-2020,6288,3790,13969
10-22-2020,6246,3741,14029
10-23-2020,6230,3690,14101
10-24-2020,6201,3643,14171
10-25-2020,6166,3597,14196
10-26-2020,6138,3546,14267
10-27-2020,6108,3510,14323
10-28-2020,6067,3464,14355
10-29-2020,6024,3427,14391
10-30-2020,5986,3383,14434
10-31-2020,5944,3336,14474
