date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,80.58,324,305,352,80.39,80.75,324 [305 - 352],80.58% [80.39% - 80.75%],103,70,134,projected
05-29-2021,80.52,314,295,368,80.31,81.06,314 [295 - 368],80.52% [80.31% - 81.06%],93,56,189,projected
06-05-2021,80.62,364,334,471,80.32,81.74,364 [334 - 471],80.62% [80.32% - 81.74%],111,58,311,projected
06-12-2021,80.85,478,429,684,80.36,83.08,478 [429 - 684],80.85% [80.36% - 83.08%],153,65,551,projected
06-19-2021,81.3,706,624,966,80.4,84.06,706 [624 - 966],81.3% [80.4% - 84.06%],232,71,726,projected
06-26-2021,81.84,1027,906,1424,80.53,86.13,1027 [906 - 1424],81.84% [80.53% - 86.13%],330,95,1098,projected
07-03-2021,82.62,1479,1309,2049,80.75,88.82,1479 [1309 - 2049],82.62% [80.75% - 88.82%],469,135,1578,projected
