date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,83.78,264,248,280,83.22,84.29,264 [248 - 280],83.78% [83.22% - 84.29%],676,576,768,projected
05-29-2021,82.79,210,195,225,82.06,83.42,210 [195 - 225],82.79% [82.06% - 83.42%],499,368,613,projected
06-05-2021,82.12,186,170,202,81.35,82.87,186 [170 - 202],82.12% [81.35% - 82.87%],380,242,514,projected
06-12-2021,81.79,148,132,168,80.91,82.66,148 [132 - 168],81.79% [80.91% - 82.66%],320,163,476,projected
06-19-2021,81.53,124,109,149,80.59,82.53,124 [109 - 149],81.53% [80.59% - 82.53%],273,106,452,projected
06-26-2021,81.3,112,99,138,80.32,82.51,112 [99 - 138],81.3% [80.32% - 82.51%],232,57,449,projected
07-03-2021,81.17,103,91,131,80.23,82.66,103 [91 - 131],81.17% [80.23% - 82.66%],210,42,476,projected
