date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,92.14,2526,2473,2589,90.84,93.62,2526 [2473 - 2589],92.14% [90.84% - 93.62%],2173,1940,2437,projected
02-06-2021,93.0,2703,2594,2836,90.13,96.67,2703 [2594 - 2836],93.0% [90.13% - 96.67%],2326,1813,2984,projected
02-13-2021,94.3,2971,2813,3189,89.65,100.52,2971 [2813 - 3189],94.3% [89.65% - 100.52%],2559,1727,3672,projected
02-20-2021,95.34,3191,2993,3523,89.15,105.1,3191 [2993 - 3523],95.34% [89.15% - 105.1%],2746,1638,4493,projected
02-27-2021,96.01,3332,3094,3785,88.51,109.78,3332 [3094 - 3785],96.01% [88.51% - 109.78%],2865,1524,5330,projected
03-06-2021,96.21,3377,3115,3929,87.93,112.65,3377 [3115 - 3929],96.21% [87.93% - 112.65%],2902,1420,5843,projected
03-13-2021,96.13,3285,3008,3894,87.58,113.96,3285 [3008 - 3894],96.13% [87.58% - 113.96%],2887,1356,6079,projected
