date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,103.67,2526,2473,2589,101.96,105.57,2526 [2473 - 2589],103.67% [101.96% - 105.57%],4236,3931,4577,projected
02-06-2021,105.25,2703,2594,2836,100.89,110.65,2703 [2594 - 2836],105.25% [100.89% - 110.65%],4519,3739,5485,projected
02-13-2021,107.48,2971,2813,3189,99.67,117.69,2971 [2813 - 3189],107.48% [99.67% - 117.69%],4918,3521,6746,projected
02-20-2021,109.8,3191,2993,3523,98.73,126.26,3191 [2993 - 3523],109.8% [98.73% - 126.26%],5333,3352,8279,projected
02-27-2021,111.47,3332,3094,3785,97.59,135.57,3332 [3094 - 3785],111.47% [97.59% - 135.57%],5633,3149,9946,projected
03-06-2021,112.23,3377,3115,3929,96.08,143.96,3377 [3115 - 3929],112.23% [96.08% - 143.96%],5769,2878,11447,projected
03-13-2021,112.24,3285,3008,3894,95.85,144.96,3285 [3008 - 3894],112.24% [95.85% - 144.96%],5770,2837,11627,projected
