date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-21-2020,11,0,33
06-22-2020,11,0,33
06-23-2020,11,0,31
06-24-2020,10,0,30
06-25-2020,10,0,29
06-26-2020,10,0,28
06-27-2020,10,0,27
06-28-2020,10,0,27
06-29-2020,9,0,25
06-30-2020,8,0,24
07-01-2020,8,0,23
07-02-2020,8,0,23
07-03-2020,8,0,21
07-04-2020,7,0,20
07-05-2020,7,0,19
07-06-2020,7,0,19
07-07-2020,7,0,19
07-08-2020,7,0,18
07-09-2020,6,0,17
07-10-2020,6,0,16
07-11-2020,6,0,15
07-12-2020,5,0,15
07-13-2020,4,0,15
07-14-2020,4,0,15
07-15-2020,4,0,15
07-16-2020,4,0,13
07-17-2020,4,0,12
07-18-2020,4,0,12
07-19-2020,4,0,12
07-20-2020,4,0,12
07-21-2020,4,0,12
07-22-2020,4,0,12
07-23-2020,4,0,12
07-24-2020,4,0,12
07-25-2020,4,0,11
07-26-2020,4,0,10
07-27-2020,4,0,9
07-28-2020,4,0,9
07-29-2020,4,0,9
07-30-2020,4,0,9
07-31-2020,3,0,9
08-01-2020,3,0,8
08-02-2020,3,0,8
08-03-2020,3,0,8
08-04-2020,3,0,8
08-05-2020,3,0,7
08-06-2020,3,0,7
08-07-2020,3,0,7
08-08-2020,3,0,7
08-09-2020,3,0,6
08-10-2020,2,0,5
08-11-2020,1,0,5
08-12-2020,1,0,5
08-13-2020,1,0,5
08-14-2020,1,0,5
08-15-2020,1,0,5
