date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
07-19-2020,63,1,210
07-20-2020,67,1,215
07-21-2020,71,1,221
07-22-2020,73,1,230
07-23-2020,75,1,240
07-24-2020,79,1,245
07-25-2020,81,1,253
07-26-2020,85,1,259
07-27-2020,89,1,267
07-28-2020,92,1,273
07-29-2020,95,1,278
07-30-2020,98,2,287
07-31-2020,102,2,294
08-01-2020,105,2,299
08-02-2020,110,2,304
08-03-2020,112,2,309
08-04-2020,116,2,314
08-05-2020,120,2,318
08-06-2020,124,2,321
08-07-2020,128,3,325
08-08-2020,133,3,329
08-09-2020,136,3,332
08-10-2020,139,3,334
08-11-2020,143,3,334
08-12-2020,148,3,337
08-13-2020,151,3,338
08-14-2020,156,3,337
08-15-2020,159,3,338
08-16-2020,163,3,337
08-17-2020,166,3,335
08-18-2020,170,3,334
08-19-2020,175,3,333
08-20-2020,178,3,331
08-21-2020,183,3,328
08-22-2020,186,3,326
08-23-2020,189,3,325
08-24-2020,193,3,323
08-25-2020,197,4,322
08-26-2020,201,4,319
08-27-2020,203,4,315
08-28-2020,206,4,311
08-29-2020,210,4,309
08-30-2020,212,4,307
08-31-2020,215,4,304
09-01-2020,215,4,300
09-02-2020,215,4,294
09-03-2020,218,4,291
09-04-2020,219,4,289
09-05-2020,221,4,286
