date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
07-19-2020,1,0,17
07-20-2020,1,0,18
07-21-2020,2,0,19
07-22-2020,1,0,19
07-23-2020,2,0,20
07-24-2020,2,0,19
07-25-2020,2,0,20
07-26-2020,2,0,22
07-27-2020,3,0,23
07-28-2020,3,0,23
07-29-2020,3,0,21
07-30-2020,5,0,23
07-31-2020,5,0,23
08-01-2020,3,0,24
08-02-2020,5,0,26
08-03-2020,5,0,26
08-04-2020,5,0,28
08-05-2020,6,0,29
08-06-2020,6,0,29
08-07-2020,6,0,30
08-08-2020,7,0,32
08-09-2020,7,0,34
08-10-2020,8,0,35
08-11-2020,8,0,36
08-12-2020,8,0,38
08-13-2020,8,0,39
08-14-2020,9,0,42
08-15-2020,9,0,42
08-16-2020,9,0,43
08-17-2020,9,0,43
08-18-2020,10,0,46
08-19-2020,9,0,47
08-20-2020,10,0,43
08-21-2020,11,0,44
08-22-2020,11,0,46
08-23-2020,10,0,42
08-24-2020,11,0,43
08-25-2020,11,0,46
08-26-2020,11,0,43
08-27-2020,11,0,46
08-28-2020,11,0,48
08-29-2020,11,0,47
08-30-2020,11,0,47
08-31-2020,11,0,46
09-01-2020,12,0,48
09-02-2020,11,0,47
09-03-2020,13,0,48
09-04-2020,12,0,48
09-05-2020,12,0,45
