date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-21-2020,8,0,25
06-22-2020,8,0,23
06-23-2020,8,0,22
06-24-2020,8,0,21
06-25-2020,8,0,20
06-26-2020,8,0,20
06-27-2020,7,0,19
06-28-2020,7,0,19
06-29-2020,6,0,19
06-30-2020,5,0,17
07-01-2020,5,0,17
07-02-2020,4,0,16
07-03-2020,4,0,16
07-04-2020,3,0,16
07-05-2020,2,0,16
07-06-2020,2,0,16
07-07-2020,2,0,15
07-08-2020,2,0,15
07-09-2020,2,0,14
07-10-2020,2,0,13
07-11-2020,1,0,13
07-12-2020,1,0,13
07-13-2020,1,0,11
07-14-2020,1,0,11
07-15-2020,1,0,10
07-16-2020,1,0,10
07-17-2020,1,0,10
07-18-2020,1,0,10
07-19-2020,1,0,10
07-20-2020,1,0,10
07-21-2020,1,0,10
07-22-2020,1,0,9
07-23-2020,0,0,8
07-24-2020,0,0,8
07-25-2020,0,0,8
07-26-2020,0,0,6
07-27-2020,0,0,6
07-28-2020,0,0,5
07-29-2020,0,0,5
07-30-2020,0,0,4
07-31-2020,0,0,4
08-01-2020,0,0,4
08-02-2020,0,0,4
08-03-2020,0,0,4
08-04-2020,0,0,4
08-05-2020,0,0,4
08-06-2020,0,0,4
08-07-2020,0,0,4
08-08-2020,0,0,4
08-09-2020,0,0,3
08-10-2020,0,0,3
08-11-2020,0,0,3
08-12-2020,0,0,3
08-13-2020,0,0,2
08-14-2020,0,0,1
08-15-2020,0,0,1
