date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,87.57,970,918,1041,85.65,90.39,970 [918 - 1041],87.57% [85.65% - 90.39%],1355,1011,1859,projected
04-17-2021,88.22,1050,984,1161,85.29,93.05,1050 [984 - 1161],88.22% [85.29% - 93.05%],1472,947,2336,projected
04-24-2021,88.61,1089,1014,1256,84.9,96.01,1089 [1014 - 1256],88.61% [84.9% - 96.01%],1541,877,2866,projected
05-01-2021,89.1,1156,1066,1371,84.68,99.33,1156 [1066 - 1371],89.1% [84.68% - 99.33%],1629,837,3460,projected
05-08-2021,89.79,1253,1142,1529,84.45,102.94,1253 [1142 - 1529],89.79% [84.45% - 102.94%],1752,796,4106,projected
05-15-2021,90.6,1360,1226,1721,84.09,107.64,1360 [1226 - 1721],90.6% [84.09% - 107.64%],1898,732,4947,projected
05-22-2021,92.06,1557,1388,2035,83.94,114.41,1557 [1388 - 2035],92.06% [83.94% - 114.41%],2159,705,6158,projected
