date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,86.06,2501,2449,2566,85.32,86.94,2501 [2449 - 2566],86.06% [85.32% - 86.94%],1085,953,1243,projected
02-06-2021,86.2,2577,2482,2703,84.75,88.2,2577 [2482 - 2703],86.2% [84.75% - 88.2%],1109,851,1467,projected
02-13-2021,86.41,2666,2531,2851,84.27,89.36,2666 [2531 - 2851],86.41% [84.27% - 89.36%],1148,764,1676,projected
02-20-2021,86.45,2652,2489,2902,84.21,89.54,2652 [2489 - 2902],86.45% [84.21% - 89.54%],1154,753,1708,projected
02-27-2021,86.2,2435,2269,2722,83.53,90.39,2435 [2269 - 2722],86.2% [83.53% - 90.39%],1109,632,1859,projected
03-06-2021,85.54,2089,1922,2385,82.8,90.24,2089 [1922 - 2385],85.54% [82.8% - 90.24%],991,501,1832,projected
03-13-2021,84.59,1674,1523,1965,82.02,89.41,1674 [1523 - 1965],84.59% [82.02% - 89.41%],821,362,1684,projected
