date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,80.73,878,850,918,80.58,80.94,878 [850 - 918],80.73% [80.58% - 80.94%],131,104,168,projected
04-10-2021,80.83,970,918,1041,80.54,81.21,970 [918 - 1041],80.83% [80.54% - 81.21%],148,96,216,projected
04-17-2021,80.85,1050,984,1161,80.5,81.47,1050 [984 - 1161],80.85% [80.5% - 81.47%],152,89,263,projected
04-24-2021,80.89,1089,1014,1256,80.47,81.82,1089 [1014 - 1256],80.89% [80.47% - 81.82%],159,84,325,projected
05-01-2021,80.96,1156,1066,1371,80.46,82.15,1156 [1066 - 1371],80.96% [80.46% - 82.15%],171,82,385,projected
05-08-2021,81.02,1253,1142,1529,80.42,82.56,1253 [1142 - 1529],81.02% [80.42% - 82.56%],183,75,459,projected
05-15-2021,81.15,1360,1226,1721,80.4,83.14,1360 [1226 - 1721],81.15% [80.4% - 83.14%],205,71,562,projected
