date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-27-2021,85.49,,,,,,,,193,,,actual
04-03-2021,85.86,,,,,,,,206,,,actual
04-10-2021,86.4,,,,,,,,225,,,actual
04-17-2021,91.19,346,338,357,89.88,92.64,346 [338 - 357],91.19% [89.88% - 92.64%],393,347,444,projected
04-24-2021,92.44,387,374,412,90.11,96.77,387 [374 - 412],92.44% [90.11% - 96.77%],437,355,589,projected
05-01-2021,94.38,445,426,490,90.87,102.52,445 [426 - 490],94.38% [90.87% - 102.52%],505,382,791,projected
05-08-2021,96.74,520,495,594,91.84,110.03,520 [495 - 594],96.74% [91.84% - 110.03%],588,416,1055,projected
05-15-2021,99.47,606,574,710,93.18,119.6,606 [574 - 710],99.47% [93.18% - 119.6%],684,463,1391,projected
05-22-2021,102.49,697,659,829,94.6,129.59,697 [659 - 829],102.49% [94.6% - 129.59%],790,513,1742,projected
05-29-2021,105.65,795,749,933,95.88,136.19,795 [749 - 933],105.65% [95.88% - 136.19%],901,558,1974,projected
