date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
04-18-2021,19,18,20
04-19-2021,19,18,20
04-20-2021,19,18,20
04-21-2021,19,18,21
04-22-2021,15,15,17
04-23-2021,15,14,16
04-24-2021,15,14,16
04-25-2021,15,14,16
04-26-2021,15,14,16
04-27-2021,14,14,15
04-28-2021,14,12,15
04-29-2021,14,11,15
04-30-2021,13,11,14
05-01-2021,12,11,14
05-02-2021,12,11,14
05-03-2021,12,11,14
05-04-2021,12,11,14
05-05-2021,11,11,14
05-06-2021,11,11,14
05-07-2021,11,11,14
05-08-2021,11,11,14
05-09-2021,11,9,14
05-10-2021,11,9,14
05-11-2021,11,9,14
05-12-2021,11,9,15
05-13-2021,11,9,15
05-14-2021,11,8,16
05-15-2021,11,8,16
05-16-2021,11,8,16
05-17-2021,11,8,16
05-18-2021,11,8,16
05-19-2021,11,8,16
05-20-2021,11,8,17
05-21-2021,11,8,18
05-22-2021,11,8,19
05-23-2021,11,6,20
05-24-2021,11,6,20
05-25-2021,11,6,21
05-26-2021,12,6,21
05-27-2021,12,6,23
05-28-2021,12,6,24
05-29-2021,12,6,24
05-30-2021,12,6,24
05-31-2021,14,6,25
06-01-2021,14,6,25
06-02-2021,16,6,27
06-03-2021,16,6,27
06-04-2021,15,6,29
06-05-2021,16,7,29
06-06-2021,17,7,31
06-07-2021,18,7,32
06-08-2021,18,7,33
06-09-2021,19,8,35
06-10-2021,19,9,36
06-11-2021,19,9,37
06-12-2021,20,10,39
06-13-2021,21,11,40
06-14-2021,21,11,44
06-15-2021,22,10,46
06-16-2021,24,10,49
06-17-2021,24,11,50
06-18-2021,25,11,51
06-19-2021,26,11,54
