date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.5,,,,,,,,227,,,actual
05-01-2021,85.01,,,,,,,,207,,,actual
05-08-2021,83.95,,,,,,,,163,,,actual
05-15-2021,82.06,56,53,59,81.89,82.33,56 [53 - 59],82.06% [81.89% - 82.33%],85,78,96,projected
05-22-2021,81.55,39,37,43,81.19,81.96,39 [37 - 43],81.55% [81.19% - 81.96%],64,49,81,projected
05-29-2021,81.07,32,31,40,80.8,81.67,32 [31 - 40],81.07% [80.8% - 81.67%],44,33,69,projected
06-05-2021,80.99,36,33,44,80.68,82.35,36 [33 - 44],80.99% [80.68% - 82.35%],41,28,97,projected
06-12-2021,81.24,47,43,56,80.61,82.76,47 [43 - 56],81.24% [80.61% - 82.76%],51,25,114,projected
06-19-2021,81.65,61,55,71,80.7,83.27,61 [55 - 71],81.65% [80.7% - 83.27%],68,29,135,projected
06-26-2021,82.06,75,68,94,80.87,84.99,75 [68 - 94],82.06% [80.87% - 84.99%],85,36,206,projected
