date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,86.86,,,,,,,,132,,,actual
05-01-2021,85.67,,,,,,,,109,,,actual
05-08-2021,84.83,,,,,,,,93,,,actual
05-15-2021,86.76,115,110,126,84.78,90.76,115 [110 - 126],86.76% [84.78% - 90.76%],130,92,207,projected
05-22-2021,88.63,146,137,167,85.82,95.33,146 [137 - 167],88.63% [85.82% - 95.33%],166,112,295,projected
05-29-2021,89.46,161,146,192,84.78,98.97,161 [146 - 192],89.46% [84.78% - 98.97%],182,92,365,projected
06-05-2021,89.41,139,124,179,83.74,100.79,139 [124 - 179],89.41% [83.74% - 100.79%],181,72,400,projected
06-12-2021,88.06,114,103,154,82.29,103.6,114 [103 - 154],88.06% [82.29% - 103.6%],155,44,454,projected
06-19-2021,87.07,118,107,157,82.55,102.77,118 [107 - 157],87.07% [82.55% - 102.77%],136,49,438,projected
06-26-2021,87.54,129,117,174,83.12,103.65,129 [117 - 174],87.54% [83.12% - 103.65%],145,60,455,projected
