date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,109.14,2727,2643,2796,107.22,111.27,2727 [2643 - 2796],109.14% [107.22% - 111.27%],5215,4871,5597,projected
01-16-2021,110.33,2696,2582,2838,105.94,115.23,2696 [2582 - 2838],110.33% [105.94% - 115.23%],5429,4642,6305,projected
01-23-2021,110.23,2526,2401,2679,104.38,116.91,2526 [2401 - 2679],110.23% [104.38% - 116.91%],5410,4363,6607,projected
01-30-2021,108.95,2419,2277,2614,100.55,119.01,2419 [2277 - 2614],108.95% [100.55% - 119.01%],5181,3678,6982,projected
02-06-2021,107.44,2272,2118,2508,97.82,120.03,2272 [2118 - 2508],107.44% [97.82% - 120.03%],4912,3190,7165,projected
02-13-2021,106.0,2149,1984,2404,95.04,121.89,2149 [1984 - 2404],106.0% [95.04% - 121.89%],4653,2692,7497,projected
02-20-2021,104.47,1984,1810,2258,92.46,122.89,1984 [1810 - 2258],104.47% [92.46% - 122.89%],4380,2230,7677,projected
