date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
07-19-2020,144,2,487
07-20-2020,150,2,505
07-21-2020,155,3,517
07-22-2020,162,2,542
07-23-2020,161,2,538
07-24-2020,164,2,529
07-25-2020,168,2,547
07-26-2020,169,3,559
07-27-2020,174,3,564
07-28-2020,179,3,557
07-29-2020,175,3,563
07-30-2020,169,2,536
07-31-2020,171,2,527
08-01-2020,170,2,528
08-02-2020,188,2,577
08-03-2020,193,2,581
08-04-2020,190,2,586
08-05-2020,197,2,591
08-06-2020,201,2,581
08-07-2020,210,2,594
08-08-2020,214,2,601
08-09-2020,217,2,603
08-10-2020,219,2,614
08-11-2020,225,2,618
08-12-2020,229,2,625
08-13-2020,232,2,632
08-14-2020,244,2,639
08-15-2020,246,2,649
08-16-2020,254,2,658
08-17-2020,256,2,663
08-18-2020,257,2,673
08-19-2020,270,2,677
08-20-2020,236,2,582
08-21-2020,242,2,583
08-22-2020,242,2,577
08-23-2020,243,2,566
08-24-2020,241,2,559
08-25-2020,243,2,549
08-26-2020,241,2,551
08-27-2020,240,1,538
08-28-2020,236,2,532
08-29-2020,235,2,527
08-30-2020,238,2,516
08-31-2020,236,2,506
09-01-2020,235,2,502
09-02-2020,232,2,487
09-03-2020,232,2,482
09-04-2020,230,2,478
09-05-2020,224,2,465
