date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
08-30-2020,16,16,17
08-31-2020,19,19,19
09-01-2020,18,18,19
09-02-2020,20,20,20
09-03-2020,19,18,19
09-04-2020,19,19,20
09-05-2020,20,19,22
09-06-2020,17,17,17
09-07-2020,18,18,18
09-08-2020,18,17,19
09-09-2020,16,16,16
09-10-2020,17,17,19
09-11-2020,16,16,16
09-12-2020,17,17,17
09-13-2020,18,18,18
09-14-2020,19,19,20
09-15-2020,21,18,22
09-16-2020,21,20,23
09-17-2020,23,21,25
09-18-2020,24,22,26
09-19-2020,26,23,31
09-20-2020,27,24,31
09-21-2020,28,25,33
09-22-2020,29,26,35
09-23-2020,31,26,37
09-24-2020,33,27,39
09-25-2020,34,27,41
09-26-2020,35,27,44
09-27-2020,36,26,47
09-28-2020,37,27,50
09-29-2020,39,26,53
09-30-2020,40,26,56
10-01-2020,40,26,58
10-02-2020,41,25,61
10-03-2020,42,25,66
10-04-2020,42,25,70
10-05-2020,43,24,73
10-06-2020,41,23,76
10-07-2020,41,23,80
10-08-2020,40,23,82
10-09-2020,39,22,85
10-10-2020,37,21,85
10-11-2020,36,21,87
10-12-2020,36,20,86
10-13-2020,34,20,88
10-14-2020,33,18,86
10-15-2020,31,18,85
10-16-2020,29,17,85
10-17-2020,28,16,83
10-18-2020,26,15,79
10-19-2020,25,16,76
10-20-2020,24,15,75
10-21-2020,25,15,73
10-22-2020,25,14,69
10-23-2020,24,14,67
10-24-2020,24,13,64
10-25-2020,25,13,62
10-26-2020,25,13,60
10-27-2020,25,13,58
10-28-2020,25,13,57
10-29-2020,24,13,56
10-30-2020,24,13,54
10-31-2020,22,13,53
