date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,96.03,,,,,,,,607,,,actual
01-16-2021,98.04,,,,,,,,683,,,actual
01-23-2021,98.07,,,,,,,,684,,,actual
01-30-2021,100.02,668,653,685,98.07,102.05,668 [653 - 685],100.02% [98.07% - 102.05%],758,684,835,projected
02-06-2021,101.58,719,689,754,96.98,107.05,719 [689 - 754],101.58% [96.98% - 107.05%],817,643,1024,projected
02-13-2021,103.53,786,745,846,96.03,113.68,786 [745 - 846],103.53% [96.03% - 113.68%],891,607,1275,projected
02-20-2021,105.41,847,793,939,95.19,121.44,847 [793 - 939],105.41% [95.19% - 121.44%],962,575,1569,projected
02-27-2021,106.62,884,821,1008,94.29,129.58,884 [821 - 1008],106.62% [94.29% - 129.58%],1008,541,1877,projected
03-06-2021,107.26,903,832,1049,93.23,134.41,903 [832 - 1049],107.26% [93.23% - 134.41%],1032,501,2060,projected
03-13-2021,107.15,861,788,1023,92.41,136.42,861 [788 - 1023],107.15% [92.41% - 136.42%],1028,470,2136,projected
