date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-30-2021,92.99,,,,,,,,250,,,actual
02-06-2021,91.75,,,,,,,,226,,,actual
02-13-2021,90.34,,,,,,,,199,,,actual
02-20-2021,87.33,98,95,104,86.96,87.64,98 [95 - 104],87.33% [86.96% - 87.64%],141,134,147,projected
02-27-2021,85.67,89,86,95,84.99,87.54,89 [86 - 95],85.67% [84.99% - 87.54%],109,96,145,projected
03-06-2021,85.2,84,79,92,83.95,87.54,84 [79 - 92],85.2% [83.95% - 87.54%],100,76,145,projected
03-13-2021,84.94,80,74,90,83.22,87.95,80 [74 - 90],84.94% [83.22% - 87.95%],95,62,153,projected
03-20-2021,84.57,73,67,83,82.6,88.42,73 [67 - 83],84.57% [82.6% - 88.42%],88,50,162,projected
03-27-2021,84.21,55,49,65,81.82,88.26,55 [49 - 65],84.21% [81.82% - 88.26%],81,35,159,projected
04-03-2021,83.07,38,34,47,81.25,87.07,38 [34 - 47],83.07% [81.25% - 87.07%],59,24,136,projected
