date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
07-19-2020,38,13,50
07-20-2020,38,14,49
07-21-2020,38,14,48
07-22-2020,39,14,48
07-23-2020,39,14,48
07-24-2020,39,14,48
07-25-2020,39,14,47
07-26-2020,39,15,47
07-27-2020,38,15,47
07-28-2020,38,15,47
07-29-2020,38,15,47
07-30-2020,37,15,47
07-31-2020,36,15,47
08-01-2020,36,15,47
08-02-2020,35,15,47
08-03-2020,34,16,47
08-04-2020,34,16,47
08-05-2020,33,16,46
08-06-2020,32,16,46
08-07-2020,32,16,46
08-08-2020,31,16,46
08-09-2020,30,16,45
08-10-2020,29,16,44
08-11-2020,29,16,44
08-12-2020,29,16,44
08-13-2020,29,16,43
08-14-2020,28,16,43
08-15-2020,28,16,43
08-16-2020,27,16,42
08-17-2020,27,16,42
08-18-2020,26,15,42
08-19-2020,26,15,41
08-20-2020,25,15,40
08-21-2020,25,14,40
08-22-2020,25,14,39
08-23-2020,24,14,38
08-24-2020,23,14,36
08-25-2020,22,13,35
08-26-2020,22,12,34
08-27-2020,21,12,32
08-28-2020,20,12,31
08-29-2020,20,11,31
08-30-2020,20,10,30
08-31-2020,19,10,29
09-01-2020,18,9,29
09-02-2020,18,9,28
09-03-2020,18,8,27
09-04-2020,17,8,27
09-05-2020,16,8,26
09-06-2020,16,7,25
09-07-2020,16,7,25
09-08-2020,15,6,24
09-09-2020,14,6,23
09-10-2020,14,5,23
09-11-2020,14,5,22
09-12-2020,14,5,21
